"race_id","driver_id","team","teamcolor","enginemanufacturer","gridposition","status","resultposition","completedlaps","speedtrap"
"19","4","McLaren","#FF8700","Mercedes","9","F","11","55","321.9"
"19","6","ToroRosso","#469BFF","Renault","10","F","12","55","325.3"
"19","16","ForceIndia","#F596C8","Mercedes","11","F","7","55","326"
"19","7","ForceIndia","#F596C8","Mercedes","12","F","6","55","333"
"19","13","Sauber","#9B0000","Ferrari","13","F","16","54","321"
"19","20","Sauber","#9B0000","Ferrari","14","F","15","54","326.5"
"19","21","LotusF1","#E2B007","Renault","15","DNF","19","26","327.8"
"19","14","Caterham","#006400","Renault","16","DNF","18","42","319.6"
"19","24","Caterham","#006400","Renault","17","F","17","54","320.5"
"19","22","LotusF1","#E2B007","Renault","18","F","13","54","324.2"
"19","12","RedBull","#1E41FF","Renault","19","F","8","55","328.3"
"19","2","RedBull","#1E41FF","Renault","20","F","4","55","328.7"
"20","1","Mercedes","#00D2BE","Mercedes","1","F","1","58","null"
"20","3","Mercedes","#00D2BE","Mercedes","2","F","2","58","null"
"20","9","Williams","#192c4e","Mercedes","3","F","4","58","null"
"20","12","Ferrari","#DC0000","Ferrari","4","F","3","58","null"
"20","11","Ferrari","#DC0000","Ferrari","5","DNF","12","40","null"
"20","2","RedBull","#1E41FF","Renault","6","F","6","57","null"
"20","25","ToroRosso","#469BFF","Renault","7","F","9","57","null"
"20","22","LotusF1","#E2B007","Mercedes","8","DNF","14","0","null"
"20","21","LotusF1","#E2B007","Mercedes","9","DNF","15","0","null"
"20","26","Sauber","#9B0000","Ferrari","10","F","5","58","null"
"20","27","ToroRosso","#469BFF","Renault","11","DNF","13","32","null"
"20","7","ForceIndia","#F596C8","Mercedes","13","F","7","57","null"
"20","16","ForceIndia","#F596C8","Mercedes","14","F","10","57","null"
"20","19","Sauber","#9B0000","Ferrari","15","F","8","57","null"
"20","10","McLaren","#FF8700","Honda","16","F","11","56","null"
"21","1","Mercedes","#00D2BE","Mercedes","1","F","2","56","null"
"21","12","Ferrari","#DC0000","Ferrari","2","F","1","56","null"
"21","3","Mercedes","#00D2BE","Mercedes","3","F","3","56","null"
"21","2","RedBull","#1E41FF","Renault","4","F","10","55","null"
"21","8","RedBull","#1E41FF","Renault","5","F","9","55","null"
"21","27","ToroRosso","#469BFF","Renault","6","F","7","56","null"
"21","9","Williams","#192c4e","Mercedes","7","F","6","56","null"
"21","15","Williams","#192c4e","Mercedes","8","F","5","56","null"
"21","19","Sauber","#9B0000","Ferrari","9","DNF","19","3","null"
"21","22","LotusF1","#E2B007","Mercedes","10","F","11","55","null"
"21","11","Ferrari","#DC0000","Ferrari","11","F","4","56","null"
"21","21","LotusF1","#E2B007","Mercedes","12","DNF","16","47","null"
"21","7","ForceIndia","#F596C8","Mercedes","13","F","14","55","null"
"21","16","ForceIndia","#F596C8","Mercedes","14","F","13","55","null"
"21","25","ToroRosso","#469BFF","Renault","15","F","8","55","null"
"21","26","Sauber","#9B0000","Ferrari","16","F","12","55","null"
"21","10","McLaren","#FF8700","Honda","17","DNF","17","41","null"
"21","5","McLaren","#FF8700","Honda","18","DNF","18","21","null"
"21","28","ManorMarussia","#6E0000","Ferrari","19","F","15","53","null"
"22","1","Mercedes","#00D2BE","Mercedes","1","F","1","56","null"
"22","3","Mercedes","#00D2BE","Mercedes","2","F","2","56","null"
"22","12","Ferrari","#DC0000","Ferrari","3","F","3","56","null"
"22","9","Williams","#192c4e","Mercedes","4","F","5","56","null"
"22","15","Williams","#192c4e","Mercedes","5","F","6","56","null"
"22","11","Ferrari","#DC0000","Ferrari","6","F","4","56","null"
"22","2","RedBull","#1E41FF","Renault","7","F","9","56","null"
"22","22","LotusF1","#E2B007","Mercedes","8","F","7","56","null"
"22","26","Sauber","#9B0000","Ferrari","9","F","8","56","null"
"22","19","Sauber","#9B0000","Ferrari","10","F","10","55","null"
"22","21","LotusF1","#E2B007","Mercedes","11","DNF","18","49","null"
"22","8","RedBull","#1E41FF","Renault","12","DNF","19","15","null"
"22","27","ToroRosso","#469BFF","Renault","13","DNF","17","52","null"
"22","25","ToroRosso","#469BFF","Renault","14","F","13","55","null"
"22","16","ForceIndia","#F596C8","Mercedes","15","F","11","55","null"
"22","7","ForceIndia","#F596C8","Mercedes","16","DNF","20","9","null"
"22","10","McLaren","#FF8700","Honda","17","F","14","55","null"
"22","5","McLaren","#FF8700","Honda","18","F","12","55","null"
"22","24","ManorMarussia","#6E0000","Ferrari","19","F","15","54","null"
"22","28","ManorMarussia","#6E0000","Ferrari","20","F","16","54","null"
"23","1","Mercedes","#00D2BE","Mercedes","1","F","1","57","null"
"23","12","Ferrari","#DC0000","Ferrari","2","F","5","57","null"
"23","3","Mercedes","#00D2BE","Mercedes","3","F","3","57","null"
"23","11","Ferrari","#DC0000","Ferrari","4","F","2","57","null"
"23","15","Williams","#192c4e","Mercedes","5","F","4","57","null"
"23","9","Williams","#192c4e","Mercedes","6","F","10","56","null"
"23","2","RedBull","#1E41FF","Renault","7","F","6","57","null"
"23","7","ForceIndia","#F596C8","Mercedes","8","F","13","56","null"
"23","25","ToroRosso","#469BFF","Renault","9","DNF","19","29","null"
"23","22","LotusF1","#E2B007","Mercedes","10","F","7","57","null"
"23","16","ForceIndia","#F596C8","Mercedes","11","F","8","56","null"
"23","26","Sauber","#9B0000","Ferrari","12","F","12","56","null"
"23","19","Sauber","#9B0000","Ferrari","13","F","14","56","null"
"23","5","McLaren","#FF8700","Honda","14","F","11","56","null"
"23","27","ToroRosso","#469BFF","Renault","15","DNF","18","34","null"
"23","21","LotusF1","#E2B007","Mercedes","16","F","15","56","null"
"23","8","RedBull","#1E41FF","Renault","17","F","9","56","null"
"23","24","ManorMarussia","#6E0000","Ferrari","18","F","16","55","null"
"23","28","ManorMarussia","#6E0000","Ferrari","19","F","17","54","null"
"24","3","Mercedes","#00D2BE","Mercedes","1","F","1","66","null"
"24","1","Mercedes","#00D2BE","Mercedes","2","F","2","66","null"
"24","12","Ferrari","#DC0000","Ferrari","3","F","3","66","null"
"24","15","Williams","#192c4e","Mercedes","4","F","4","66","null"
"24","25","ToroRosso","#469BFF","Renault","5","F","9","65","null"
"24","27","ToroRosso","#469BFF","Renault","6","F","11","65","null"
"24","11","Ferrari","#DC0000","Ferrari","7","F","5","66","null"
"24","8","RedBull","#1E41FF","Renault","8","F","10","65","null"
"24","9","Williams","#192c4e","Mercedes","9","F","6","66","null"
"24","2","RedBull","#1E41FF","Renault","10","F","7","65","null"
"24","22","LotusF1","#E2B007","Mercedes","11","F","8","65","null"
"24","21","LotusF1","#E2B007","Mercedes","12","DNF","19","45","null"
"24","5","McLaren","#FF8700","Honda","13","DNF","20","26","null"
"24","10","McLaren","#FF8700","Honda","14","F","16","65","null"
"24","26","Sauber","#9B0000","Ferrari","15","F","12","65","null"
"24","19","Sauber","#9B0000","Ferrari","16","F","14","65","null"
"24","7","ForceIndia","#F596C8","Mercedes","17","F","15","65","null"
"24","16","ForceIndia","#F596C8","Mercedes","18","F","13","65","null"
"24","24","ManorMarussia","#6E0000","Ferrari","19","F","17","63","null"
"24","28","ManorMarussia","#6E0000","Ferrari","20","F","18","62","null"
"25","1","Mercedes","#00D2BE","Mercedes","1","F","3","78","null"
"25","3","Mercedes","#00D2BE","Mercedes","2","F","1","78","null"
"25","12","Ferrari","#DC0000","Ferrari","3","F","2","78","null"
"25","2","RedBull","#1E41FF","Renault","4","F","5","78","null"
"25","8","RedBull","#1E41FF","Renault","5","F","4","78","null"
"25","11","Ferrari","#DC0000","Ferrari","6","F","6","78","null"
"25","16","ForceIndia","#F596C8","Mercedes","7","F","7","78","null"
"25","21","LotusF1","#E2B007","Mercedes","8","DNF","20","5","null"
"25","27","ToroRosso","#469BFF","Renault","9","DNF","18","62","null"
"25","10","McLaren","#FF8700","Honda","10","F","8","78","null"
"25","7","ForceIndia","#F596C8","Mercedes","11","F","11","78","null"
"25","9","Williams","#192c4e","Mercedes","12","F","15","77","null"
"25","5","McLaren","#FF8700","Honda","13","DNF","19","41","null"
"25","26","Sauber","#9B0000","Ferrari","14","F","9","78","null"
"25","22","LotusF1","#E2B007","Mercedes","15","F","12","78","null"
"25","15","Williams","#192c4e","Mercedes","16","F","14","78","null"
"25","19","Sauber","#9B0000","Ferrari","17","F","13","78","null"
"25","24","ManorMarussia","#6E0000","Ferrari","18","F","17","76","null"
"25","28","ManorMarussia","#6E0000","Ferrari","19","F","16","76","null"
"25","25","ToroRosso","#469BFF","Renault","20","F","10","78","null"
"26","1","Mercedes","#00D2BE","Mercedes","1","F","1","70","null"
"26","3","Mercedes","#00D2BE","Mercedes","2","F","2","70","null"
"26","11","Ferrari","#DC0000","Ferrari","3","F","4","70","null"
"26","15","Williams","#192c4e","Mercedes","4","F","3","70","null"
"26","22","LotusF1","#E2B007","Mercedes","5","F","10","69","null"
"26","21","LotusF1","#E2B007","Mercedes","6","F","7","70","null"
"26","7","ForceIndia","#F596C8","Mercedes","7","F","8","69","null"
"26","8","RedBull","#1E41FF","Renault","8","F","9","69","null"
"26","2","RedBull","#1E41FF","Renault","9","F","13","69","null"
"26","16","ForceIndia","#F596C8","Mercedes","10","F","11","69","null"
"26","25","ToroRosso","#469BFF","Renault","11","F","12","69","null"
"26","19","Sauber","#9B0000","Ferrari","12","F","14","69","null"
"26","5","McLaren","#FF8700","Honda","13","DNF","20","44","null"
"26","26","Sauber","#9B0000","Ferrari","14","F","16","68","null"
"26","9","Williams","#192c4e","Mercedes","15","F","6","70","null"
"26","28","ManorMarussia","#6E0000","Ferrari","16","DNF","18","57","null"
"26","24","ManorMarussia","#6E0000","Ferrari","17","F","17","66","null"
"26","12","Ferrari","#DC0000","Ferrari","18","F","5","70","null"
"26","27","ToroRosso","#469BFF","Renault","19","F","15","69","null"
"26","10","McLaren","#FF8700","Honda","20","DNF","19","54","null"
"27","1","Mercedes","#00D2BE","Mercedes","1","F","2","71","null"
"27","3","Mercedes","#00D2BE","Mercedes","2","F","1","71","null"
"27","12","Ferrari","#DC0000","Ferrari","3","F","4","71","null"
"27","9","Williams","#192c4e","Mercedes","4","F","3","71","null"
"27","7","ForceIndia","#F596C8","Mercedes","5","F","6","71","null"
"27","15","Williams","#192c4e","Mercedes","6","F","5","71","null"
"27","27","ToroRosso","#469BFF","Renault","7","F","8","70","null"
"27","26","Sauber","#9B0000","Ferrari","8","F","11","70","null"
"27","22","LotusF1","#E2B007","Mercedes","9","DNF","15","35","null"
"27","21","LotusF1","#E2B007","Mercedes","10","F","7","70","null"
"27","19","Sauber","#9B0000","Ferrari","11","F","13","69","null"
"27","25","ToroRosso","#469BFF","Renault","12","DNF","16","35","null"
"27","16","ForceIndia","#F596C8","Mercedes","13","F","9","70","null"
"27","11","Ferrari","#DC0000","Ferrari","14","DNF","19","0","null"
"27","8","RedBull","#1E41FF","Renault","15","F","12","70","null"
"27","28","ManorMarussia","#6E0000","Ferrari","16","F","14","68","null"
"27","24","ManorMarussia","#6E0000","Ferrari","17","DNF","18","1","null"
"27","2","RedBull","#1E41FF","Renault","18","F","10","70","null"
"27","5","McLaren","#FF8700","Honda","19","DNF","20","0","null"
"27","10","McLaren","#FF8700","Honda","20","DNF","17","8","null"
"28","1","Mercedes","#00D2BE","Mercedes","1","F","1","52","null"
"28","3","Mercedes","#00D2BE","Mercedes","2","F","2","52","null"
"28","9","Williams","#192c4e","Mercedes","3","F","4","52","null"
"28","15","Williams","#192c4e","Mercedes","4","F","5","52","null"
"28","11","Ferrari","#DC0000","Ferrari","5","F","8","51","null"
"28","12","Ferrari","#DC0000","Ferrari","6","F","3","52","null"
"28","8","RedBull","#1E41FF","Renault","7","F","6","52","null"
"28","25","ToroRosso","#469BFF","Renault","8","DNF","14","31","null"
"28","7","ForceIndia","#F596C8","Mercedes","9","F","7","52","null"
"28","2","RedBull","#1E41FF","Renault","10","DNF","15","21","null"
"28","16","ForceIndia","#F596C8","Mercedes","11","F","9","51","null"
"28","22","LotusF1","#E2B007","Mercedes","12","DNF","17","0","null"
"28","27","ToroRosso","#469BFF","Renault","13","DNF","16","3","null"
"28","21","LotusF1","#E2B007","Mercedes","14","DNF","18","0","null"
"28","19","Sauber","#9B0000","Ferrari","15","F","11","51","null"
"28","5","McLaren","#FF8700","Honda","17","F","10","51","null"
"28","10","McLaren","#FF8700","Honda","18","DNF","19","0","null"
"28","24","ManorMarussia","#6E0000","Ferrari","19","F","13","49","null"
"28","28","ManorMarussia","#6E0000","Ferrari","20","F","12","49","null"
"29","1","Mercedes","#00D2BE","Mercedes","1","F","6","69","null"
"29","3","Mercedes","#00D2BE","Mercedes","2","F","8","69","null"
"29","12","Ferrari","#DC0000","Ferrari","3","F","1","69","null"
"29","2","RedBull","#1E41FF","Renault","4","F","3","69","null"
"29","11","Ferrari","#DC0000","Ferrari","5","DNF","18","55","null"
"29","15","Williams","#192c4e","Mercedes","6","F","13","69","null"
"29","8","RedBull","#1E41FF","Renault","7","F","2","69","null"
"29","9","Williams","#192c4e","Mercedes","8","F","12","69","null"
"29","27","ToroRosso","#469BFF","Renault","9","F","4","69","null"
"29","22","LotusF1","#E2B007","Mercedes","10","F","7","69","null"
"29","7","ForceIndia","#F596C8","Mercedes","11","DNF","20","41","null"
"29","25","ToroRosso","#469BFF","Renault","12","DNF","17","60","null"
"29","16","ForceIndia","#F596C8","Mercedes","13","DNF","19","53","null"
"29","21","LotusF1","#E2B007","Mercedes","14","F","14","69","null"
"29","5","McLaren","#FF8700","Honda","15","F","5","69","null"
"29","10","McLaren","#FF8700","Honda","16","F","9","69","null"
"29","19","Sauber","#9B0000","Ferrari","17","F","10","69","null"
"29","26","Sauber","#9B0000","Ferrari","18","F","11","69","null"
"29","28","ManorMarussia","#6E0000","Ferrari","19","F","15","67","null"
"29","24","ManorMarussia","#6E0000","Ferrari","20","F","16","65","null"
"30","1","Mercedes","#00D2BE","Mercedes","1","F","1","43","null"
"30","3","Mercedes","#00D2BE","Mercedes","2","F","2","43","null"
"30","15","Williams","#192c4e","Mercedes","3","F","9","43","null"
"30","16","ForceIndia","#F596C8","Mercedes","4","F","5","43","null"
"30","2","RedBull","#1E41FF","Renault","5","DNF","18","19","null"
"30","9","Williams","#192c4e","Mercedes","6","F","6","43","null"
"30","21","LotusF1","#E2B007","Mercedes","7","DNF","19","2","null"
"30","12","Ferrari","#DC0000","Ferrari","8","DNF","12","42","null"
"30","22","LotusF1","#E2B007","Mercedes","9","F","3","43","null"
"30","25","ToroRosso","#469BFF","Renault","10","DNF","17","32","null"
"30","8","RedBull","#1E41FF","Renault","12","F","4","43","null"
"30","19","Sauber","#9B0000","Ferrari","13","F","10","43","null"
"30","26","Sauber","#9B0000","Ferrari","14","F","11","43","null"
"30","24","ManorMarussia","#6E0000","Ferrari","15","F","16","42","null"
"30","11","Ferrari","#DC0000","Ferrari","16","F","7","43","null"
"30","28","ManorMarussia","#6E0000","Ferrari","17","F","15","42","null"
"30","27","ToroRosso","#469BFF","Renault","18","F","8","43","null"
"30","10","McLaren","#FF8700","Honda","19","F","14","42","null"
"30","5","McLaren","#FF8700","Honda","20","F","13","42","null"
"31","1","Mercedes","#00D2BE","Mercedes","1","F","1","53","null"
"31","11","Ferrari","#DC0000","Ferrari","2","F","5","53","null"
"31","12","Ferrari","#DC0000","Ferrari","3","F","2","53","null"
"31","3","Mercedes","#00D2BE","Mercedes","4","F","17","50","null"
"31","9","Williams","#192c4e","Mercedes","5","F","3","53","null"
"31","15","Williams","#192c4e","Mercedes","6","F","4","53","null"
"31","16","ForceIndia","#F596C8","Mercedes","7","F","6","53","null"
"31","22","LotusF1","#E2B007","Mercedes","8","DNF","19","1","null"
"31","7","ForceIndia","#F596C8","Mercedes","9","F","7","52","null"
"31","21","LotusF1","#E2B007","Mercedes","10","DNF","20","1","null"
"31","26","Sauber","#9B0000","Ferrari","11","F","13","52","null"
"31","19","Sauber","#9B0000","Ferrari","12","F","9","52","null"
"31","24","ManorMarussia","#6E0000","Ferrari","13","F","15","51","null"
"31","28","ManorMarussia","#6E0000","Ferrari","14","F","16","51","null"
"31","10","McLaren","#FF8700","Honda","15","F","14","52","null"
"31","5","McLaren","#FF8700","Honda","16","F","18","47","null"
"31","25","ToroRosso","#469BFF","Renault","17","F","11","52","null"
"31","8","RedBull","#1E41FF","Renault","18","F","10","52","null"
"31","2","RedBull","#1E41FF","Renault","19","F","8","52","null"
"31","27","ToroRosso","#469BFF","Renault","20","F","12","52","null"
"32","12","Ferrari","#DC0000","Ferrari","1","F","1","61","null"
"32","2","RedBull","#1E41FF","Renault","2","F","2","61","null"
"32","11","Ferrari","#DC0000","Ferrari","3","F","3","61","null"
"32","8","RedBull","#1E41FF","Renault","4","F","6","61","null"
"32","1","Mercedes","#00D2BE","Mercedes","5","DNF","18","32","null"
"32","3","Mercedes","#00D2BE","Mercedes","6","F","4","61","null"
"32","15","Williams","#192c4e","Mercedes","7","F","5","61","null"
"32","27","ToroRosso","#469BFF","Renault","8","F","8","61","null"
"32","9","Williams","#192c4e","Mercedes","9","DNF","19","30","null"
"32","22","LotusF1","#E2B007","Mercedes","10","DNF","13","59","null"
"32","7","ForceIndia","#F596C8","Mercedes","11","DNF","20","12","null"
"32","5","McLaren","#FF8700","Honda","12","DNF","17","33","null"
"32","16","ForceIndia","#F596C8","Mercedes","13","F","7","61","null"
"32","25","ToroRosso","#469BFF","Renault","14","F","9","61","null"
"32","10","McLaren","#FF8700","Honda","15","DNF","16","52","null"
"32","26","Sauber","#9B0000","Ferrari","16","F","10","61","null"
"32","19","Sauber","#9B0000","Ferrari","17","F","11","61","null"
"32","21","LotusF1","#E2B007","Mercedes","18","F","12","61","null"
"32","24","ManorMarussia","#6E0000","Ferrari","19","F","15","59","null"
"32","29","ManorMarussia","#6E0000","Ferrari","20","F","14","59","null"
"33","3","Mercedes","#00D2BE","Mercedes","1","F","2","53","null"
"33","1","Mercedes","#00D2BE","Mercedes","2","F","1","53","null"
"33","15","Williams","#192c4e","Mercedes","3","F","5","53","null"
"33","12","Ferrari","#DC0000","Ferrari","4","F","3","53","null"
"33","9","Williams","#192c4e","Mercedes","5","F","17","51","null"
"33","11","Ferrari","#DC0000","Ferrari","6","F","4","53","null"
"33","2","RedBull","#1E41FF","Renault","7","F","15","52","null"
"33","22","LotusF1","#E2B007","Mercedes","8","F","7","53","null"
"33","16","ForceIndia","#F596C8","Mercedes","9","F","12","52","null"
"33","25","ToroRosso","#469BFF","Renault","10","F","10","52","null"
"33","21","LotusF1","#E2B007","Mercedes","11","F","8","53","null"
"33","5","McLaren","#FF8700","Honda","12","F","11","52","null"
"33","7","ForceIndia","#F596C8","Mercedes","13","F","6","53","null"
"33","10","McLaren","#FF8700","Honda","14","F","16","52","null"
"33","19","Sauber","#9B0000","Ferrari","15","F","14","52","null"
"33","26","Sauber","#9B0000","Ferrari","16","DNF","20","49","null"
"33","27","ToroRosso","#469BFF","Renault","17","F","9","53","null"
"33","24","ManorMarussia","#6E0000","Ferrari","18","F","19","50","null"
"33","29","ManorMarussia","#6E0000","Ferrari","19","F","18","51","null"
"33","8","RedBull","#1E41FF","Renault","20","F","13","52","null"
"34","3","Mercedes","#00D2BE","Mercedes","1","DNF","18","7","305.6"
"34","1","Mercedes","#00D2BE","Mercedes","2","F","1","53","311.1"
"34","15","Williams","#192c4e","Mercedes","3","DNF","12","52","333.1"
"34","12","Ferrari","#DC0000","Ferrari","4","F","2","53","325.5"
"34","11","Ferrari","#DC0000","Ferrari","5","F","8","53","343.1"
"34","7","ForceIndia","#F596C8","Mercedes","6","DNF","19","0","279.7"
"34","16","ForceIndia","#F596C8","Mercedes","7","F","3","53","311.8"
"34","22","LotusF1","#E2B007","Mercedes","8","DNF","17","11","308.2"
"34","27","ToroRosso","#469BFF","Renault","9","F","10","53","319.2"
"34","2","RedBull","#1E41FF","Renault","10","DNF","15","47","315.2"
"34","8","RedBull","#1E41FF","Renault","11","F","5","53","314.1"
"34","26","Sauber","#9B0000","Ferrari","12","F","6","53","311.4"
"34","10","McLaren","#FF8700","Honda","13","F","9","53","303.9"
"34","21","LotusF1","#E2B007","Mercedes","14","F","7","53","314.4"
"34","9","Williams","#192c4e","Mercedes","15","F","4","53","333.6"
"34","19","Sauber","#9B0000","Ferrari","16","DNF","20","0","247.6"
"34","24","ManorMarussia","#6E0000","Ferrari","17","F","14","51","299.5"
"34","28","ManorMarussia","#6E0000","Ferrari","18","F","13","52","307.4"
"34","5","McLaren","#FF8700","Honda","19","F","11","53","310.5"
"34","25","ToroRosso","#469BFF","Renault","20","DNF","16","45","312.7"
"35","3","Mercedes","#00D2BE","Mercedes","1","F","2","56","null"
"35","1","Mercedes","#00D2BE","Mercedes","2","F","1","56","null"
"35","2","RedBull","#1E41FF","Renault","3","F","10","56","null"
"35","8","RedBull","#1E41FF","Renault","4","DNF","13","41","null"
"35","16","ForceIndia","#F596C8","Mercedes","5","F","5","56","null"
"35","7","ForceIndia","#F596C8","Mercedes","6","DNF","14","35","null"
"35","9","Williams","#192c4e","Mercedes","7","DNF","17","23","null"
"35","27","ToroRosso","#469BFF","Renault","8","F","4","56","null"
"35","5","McLaren","#FF8700","Honda","9","F","11","56","null"
"35","22","LotusF1","#E2B007","Mercedes","10","DNF","18","10","null"
"35","10","McLaren","#FF8700","Honda","11","F","6","56","null"
"35","21","LotusF1","#E2B007","Mercedes","12","F","8","56","null"
"35","12","Ferrari","#DC0000","Ferrari","13","F","3","56","null"
"35","19","Sauber","#9B0000","Ferrari","14","DNF","15","25","null"
"35","26","Sauber","#9B0000","Ferrari","15","F","9","56","null"
"35","15","Williams","#192c4e","Mercedes","16","DNF","19","5","null"
"35","29","ManorMarussia","#6E0000","Ferrari","17","F","12","56","null"
"35","11","Ferrari","#DC0000","Ferrari","18","DNF","16","25","null"
"35","24","ManorMarussia","#6E0000","Ferrari","19","DNF","20","1","null"
"35","25","ToroRosso","#469BFF","Renault","20","F","7","56","null"
"36","3","Mercedes","#00D2BE","Mercedes","1","F","1","71","null"
"36","1","Mercedes","#00D2BE","Mercedes","2","F","2","71","null"
"36","12","Ferrari","#DC0000","Ferrari","3","DNF","18","50","null"
"36","8","RedBull","#1E41FF","Renault","4","F","4","71","null"
"36","2","RedBull","#1E41FF","Renault","5","F","5","71","null"
"36","15","Williams","#192c4e","Mercedes","6","F","3","71","null"
"36","9","Williams","#192c4e","Mercedes","7","F","6","71","null"
"36","27","ToroRosso","#469BFF","Renault","8","F","9","71","null"
"36","16","ForceIndia","#F596C8","Mercedes","9","F","8","71","null"
"36","7","ForceIndia","#F596C8","Mercedes","10","F","7","71","null"
"36","25","ToroRosso","#469BFF","Renault","11","F","13","71","null"
"36","22","LotusF1","#E2B007","Mercedes","12","F","10","71","null"
"36","21","LotusF1","#E2B007","Mercedes","13","F","11","71","null"
"36","19","Sauber","#9B0000","Ferrari","14","F","12","71","null"
"36","26","Sauber","#9B0000","Ferrari","15","DNF","17","57","null"
"36","29","ManorMarussia","#6E0000","Ferrari","16","F","15","69","null"
"36","24","ManorMarussia","#6E0000","Ferrari","17","F","16","69","null"
"36","5","McLaren","#FF8700","Honda","18","DNF","20","1","null"
"36","11","Ferrari","#DC0000","Ferrari","19","DNF","19","21","null"
"36","10","McLaren","#FF8700","Honda","20","F","14","71","null"
"37","3","Mercedes","#00D2BE","Mercedes","1","F","1","71","null"
"37","1","Mercedes","#00D2BE","Mercedes","2","F","2","71","null"
"37","12","Ferrari","#DC0000","Ferrari","3","F","3","71","null"
"37","11","Ferrari","#DC0000","Ferrari","4","F","4","71","null"
"37","7","ForceIndia","#F596C8","Mercedes","5","F","6","70","null"
"37","8","RedBull","#1E41FF","Renault","6","F","7","70","null"
"37","15","Williams","#192c4e","Mercedes","7","F","5","70","null"
"37","9","Williams","#192c4e","Mercedes","8","DQ","20","70","null"
"37","27","ToroRosso","#469BFF","Renault","9","F","9","70","null"
"37","25","ToroRosso","#469BFF","Renault","10","DNF","19","0","null"
"37","16","ForceIndia","#F596C8","Mercedes","11","F","12","70","null"
"37","19","Sauber","#9B0000","Ferrari","12","F","16","69","null"
"37","26","Sauber","#9B0000","Ferrari","13","F","13","70","null"
"37","22","LotusF1","#E2B007","Mercedes","14","F","8","70","null"
"37","21","LotusF1","#E2B007","Mercedes","15","F","10","70","null"
"37","10","McLaren","#FF8700","Honda","16","F","14","70","null"
"37","29","ManorMarussia","#6E0000","Ferrari","17","F","18","67","null"
"37","24","ManorMarussia","#6E0000","Ferrari","18","F","17","67","null"
"37","2","RedBull","#1E41FF","Renault","19","F","11","70","null"
"37","5","McLaren","#FF8700","Honda","20","F","15","70","null"
"38","3","Mercedes","#00D2BE","Mercedes","1","F","1","55","null"
"38","1","Mercedes","#00D2BE","Mercedes","2","F","2","55","null"
"38","11","Ferrari","#DC0000","Ferrari","3","F","3","55","null"
"38","16","ForceIndia","#F596C8","Mercedes","4","F","5","55","null"
"38","2","RedBull","#1E41FF","Renault","5","F","6","55","null"
"38","15","Williams","#192c4e","Mercedes","6","F","13","54","null"
"38","7","ForceIndia","#F596C8","Mercedes","7","F","7","55","null"
"38","9","Williams","#192c4e","Mercedes","8","F","8","55","null"
"38","8","RedBull","#1E41FF","Renault","9","F","10","55","null"
"38","25","ToroRosso","#469BFF","Renault","10","F","11","55","null"
"38","27","ToroRosso","#469BFF","Renault","11","F","16","54","null"
"38","10","McLaren","#FF8700","Honda","12","F","12","54","null"
"38","21","LotusF1","#E2B007","Mercedes","13","DNF","20","0","null"
"38","26","Sauber","#9B0000","Ferrari","14","F","15","54","null"
"38","12","Ferrari","#DC0000","Ferrari","15","F","4","55","null"
"38","5","McLaren","#FF8700","Honda","16","F","17","53","null"
"38","19","Sauber","#9B0000","Ferrari","17","F","14","54","null"
"38","22","LotusF1","#E2B007","Mercedes","18","F","9","55","null"
"38","24","ManorMarussia","#6E0000","Ferrari","19","F","18","53","null"
"38","28","ManorMarussia","#6E0000","Ferrari","20","F","19","52","null"
"39","1","Mercedes","#00D2BE","Mercedes","1","F","2","57","null"
"39","3","Mercedes","#00D2BE","Mercedes","2","F","1","57","null"
"39","12","Ferrari","#DC0000","Ferrari","3","F","3","57","null"
"39","11","Ferrari","#DC0000","Ferrari","4","DNF","18","21","null"
"39","27","ToroRosso","#469BFF","Ferrari","5","F","10","57","null"
"39","9","Williams","#192c4e","Mercedes","6","F","5","57","null"
"39","25","ToroRosso","#469BFF","Ferrari","7","F","9","57","null"
"39","2","RedBull","#1E41FF","Renault","8","F","4","57","null"
"39","16","ForceIndia","#F596C8","Mercedes","9","F","13","57","null"
"39","7","ForceIndia","#F596C8","Mercedes","10","F","7","57","null"
"39","5","McLaren","#FF8700","Honda","11","DNF","21","16","null"
"39","10","McLaren","#FF8700","Honda","12","F","14","56","null"
"39","30","Renault","#FFF500","Renault","13","F","11","57","null"
"39","4","Renault","#FFF500","Renault","14","F","12","57","null"
"39","19","Sauber","#9B0000","Ferrari","15","DNF","17","38","null"
"39","15","Williams","#192c4e","Mercedes","16","F","8","57","null"
"39","26","Sauber","#9B0000","Ferrari","17","F","15","56","null"
"39","8","RedBull","#1E41FF","Renault","18","DNF","22","0","null"
"39","22","HaasF1Team","#F0D787","Ferrari","19","F","6","57","null"
"39","20","HaasF1Team","#F0D787","Ferrari","20","DNF","20","16","null"
"39","31","ManorMarussia","#6E0000","Mercedes","21","F","16","56","null"
"39","32","ManorMarussia","#6E0000","Mercedes","22","DNF","19","17","null"
"40","1","Mercedes","#00D2BE","Mercedes","1","F","3","57","null"
"40","3","Mercedes","#00D2BE","Mercedes","2","F","1","57","null"
"40","12","Ferrari","#DC0000","Ferrari","3","DNF","21","0","null"
"40","11","Ferrari","#DC0000","Ferrari","4","F","2","57","null"
"40","2","RedBull","#1E41FF","Renault","5","F","4","57","null"
