"race_id","position","driver_id","q1laptime","q2laptime","q3laptime","speedtrap"
"96","5","22","89.724","89.678","89.761","297.7"
"96","6","39","90.248","89.848","90.023","296.6"
"96","7","38","90.137","89.81","90.093","295.1"
"96","8","34","89.899","89.538","90.126","302.3"
"96","9","12","89.049","88.279","92.192","304.3"
"96","10","16","90.247","89.567","97.229","299.2"
"96","11","40","89.706","89.864","null","302.6"
"96","12","4","90.219","90.226","null","297.3"
"96","13","25","90.236","90.49","null","291"
"96","14","36","90.317","90.714","null","299"
"96","15","2","89.806","null","null","290.8"
"96","16","7","90.361","null","null","290.2"
"96","17","41","90.372","null","null","300.2"
"96","18","5","90.573","null","null","294.8"
"96","19","33","91.041","null","null","294.7"
"96","20","19","91.213","null","null","299.5"
"97","1","1","94.13","93.48","92.237","323.8"
"97","2","12","94.569","93.079","92.298","326.1"
"97","3","11","94.703","92.884","92.307","327.8"
"97","4","15","94.518","93.702","92.616","322.8"
"97","5","2","94.755","94.185","93.494","314.2"
"97","6","34","94.876","94.522","94.145","321.5"
"97","7","7","94.932","94.564","94.215","316.9"
"97","8","22","94.892","94.419","94.25","319.4"
"97","9","40","95.069","94.255","94.42","321.7"
"97","10","16","95.193","94.525","94.594","320.9"
"97","11","25","94.891","94.566","null","316.8"
"97","12","4","94.972","94.732","null","318.7"
"97","13","38","94.85","null","null","319.8"
"97","14","39","95.206","null","null","320.7"
"97","15","27","94.766","null","null","309.6"
"97","16","5","95.294","null","null","313.9"
"97","17","41","95.362","null","null","316.4"
"97","18","36","95.48","null","null","319.6"
"97","19","19","95.536","null","null","319.1"
"97","20","33","95.735","null","null","314"
"98","1","2","75.866","75.845","74.759","341.9"
"98","2","27","75.756","75.64","74.785","346.5"
"98","3","1","75.673","75.644","74.894","348"
"98","4","12","76.089","75.715","74.97","354.2"
"98","5","15","75.58","75.923","75.16","347.2"
"98","6","11","76.446","75.996","75.33","356.4"
"98","7","7","76.498","76.126","75.827","343"
"98","8","25","76.813","76.188","76.084","341.6"
"98","9","40","76.862","76.32","76.189","352.1"
"98","10","19","76.701","76.633","76.513","354.2"
"98","11","34","76.252","76.844","null","350.3"
"98","12","5","76.857","76.871","null","339.3"
"98","13","16","76.242","77.167","null","349.4"
"98","14","39","76.682","77.184","null","345.9"
"98","15","38","76.828","null","null","345.7"
"98","16","22","76.911","null","null","347.8"
"98","17","33","76.966","null","null","335.7"
"98","18","4","77.599","null","null","349.6"
"98","19","36","77.689","null","null","350"
"98","20","41","77.886","null","null","347.2"
"99","1","1","68.464","67.795","67.281","336.5"
"99","2","12","68.452","67.776","67.374","334"
"99","3","15","68.492","67.727","67.441","332.5"
"99","4","11","68.452","68.028","67.456","331.8"
"99","5","27","68.205","68.017","67.778","323.3"
"99","6","2","68.544","68.055","67.78","323.9"
"99","7","19","68.754","68.579","68.296","328.9"
"99","8","40","68.667","68.335","68.492","333.9"
"99","9","22","68.735","68.239","68.517","326.3"
"99","10","38","69.046","68.616","69.029","324.5"
"99","11","4","68.474","68.659","null","324.6"
"99","12","16","69.217","68.741","null","332"
"99","13","34","69.264","68.77","null","332.9"
"99","14","7","69.009","68.834","null","323.8"
"99","15","41","69.259","70.381","null","336.4"
"99","16","25","69.269","null","null","319.8"
"99","17","39","69.28","null","null","320.2"
"99","18","5","69.402","null","null","318.3"
"99","19","36","69.441","null","null","331.8"
"99","20","33","69.601","null","null","320.5"
"100","1","1","96.828","95.693","94.794","323.9"
"100","2","15","96.789","96.392","94.956","327"
"100","3","12","96.775","96.345","95.125","333.2"
"100","4","11","97.01","96.735","95.365","334.9"
"100","5","2","97.117","96.964","95.401","323.1"
"100","6","27","97.195","96.144","95.589","322.4"
"100","7","22","97.575","96.732","96.192","327.8"
"100","8","40","97.124","96.58","96.237","335.9"
"100","9","34","96.936","96.814","96.54","333.8"
"100","10","7","97.569","96.63","96.542","327.3"
"100","11","25","97.757","96.982","null","329.5"
"100","12","19","97.619","97.132","null","333.3"
"100","13","4","97.934","97.309","null","329.9"
"100","14","16","97.255","97.541","null","331.2"
"100","15","5","97.89","97.743","null","325.7"
"100","16","39","97.994","null","null","328.7"
"100","17","38","98.166","null","null","327.4"
"100","18","33","98.577","null","null","323.5"
"100","19","41","98.635","null","null","328.7"
"100","20","36","98.682","null","null","328"
"101","1","1","82.043","81.014","80.486","319"
"101","2","15","82.367","81.193","80.598","320"
"101","3","12","82.885","81.912","81.19","315.9"
"101","4","27","82.876","81.678","81.32","317.8"
"101","5","40","82.017","81.739","81.442","317.7"
"101","6","22","82.959","81.87","81.826","316.5"
"101","7","4","82.519","82.221","82.099","316"
"101","8","42","82.702","82.423","82.304","319.6"
"101","9","11","82.966","82.349","82.314","320.8"
"101","10","16","82.908","82.532","82.781","322.5"
"101","11","7","82.54","82.562","null","319.3"
"101","12","2","82.921","82.57","null","316.4"
"101","13","43","82.757","82.636","null","322.3"
"101","14","35","82.431","82.714","null","322.4"
"101","15","8","82.511","82.774","null","321.3"
"101","16","36","83.017","null","null","319.7"
"101","17","38","83.02","null","null","316.1"
"101","18","25","83.084","null","null","320.8"
"101","19","44","84.36","null","null","316"
"101","20","45","86.067","null","null","314.6"
"102","1","40","88.495","88.046","87.866","323.5"
"102","2","12","88.733","88.356","88.16","327.7"
"102","3","1","89.262","88.578","88.19","322.8"
"102","4","15","89.498","88.83","88.256","322.5"
"102","5","27","89.579","89.109","88.752","319.5"
"102","6","4","89.532","89.017","88.757","316.8"
"102","7","25","89.528","89.055","88.813","321.5"
"102","8","22","89.688","89.249","89.015","319"
"102","9","11","89.959","89.471","89.022","322.5"
"102","10","42","89.381","89.258","89.043","321.1"
"102","11","2","89.859","89.488","null","327.3"
"102","12","43","89.514","89.513","null","324.9"
"102","13","38","89.9","89.526","null","320.3"
"102","14","16","89.893","89.756","null","324.5"
"102","15","8","89.876","89.854","null","322.6"
"102","16","35","90.026","null","null","324.1"
"102","17","7","90.034","null","null","323.2"
"102","18","36","90.217","null","null","326.1"
"102","19","44","91.759","null","null","324.3"
"102","20","45","91.799","null","null","321.6"
"103","1","15","92.658","91.728","91.547","322"
"103","2","1","93.115","91.637","91.57","319.3"
"103","3","12","93.557","92.232","91.848","327.1"
"103","4","40","92.712","92.324","91.865","326.1"
"103","5","27","93.274","92.369","92.089","318.3"
"103","6","38","93.863","92.948","92.93","315.5"
"103","7","2","93.709","93.214","92.958","323.9"
"103","8","7","93.644","93.968","92.962","321"
"103","9","4","94.036","93.15","null","322.8"
"103","10","22","93.752","93.156","null","322"
"103","11","8","93.783","93.236","null","322.1"
"103","12","16","94.026","93.299","null","322"
"103","13","11","94.125","93.419","null","321.7"
"103","14","25","93.686","93.523","null","319.3"
"103","15","42","94.148","93.967","null","320.7"
"103","16","36","94.292","null","null","319.5"
"103","17","44","95.253","null","null","317.2"
"103","18","45","95.281","null","null","313.6"
"104","1","15","102.026","101.5","100.495","315"
"104","2","1","101.614","101.58","100.554","315.5"
"104","3","12","102.042","101.889","100.797","320"
"104","4","27","101.727","101.388","101.069","313.4"
"104","5","16","102.249","101.87","101.593","321.8"
"104","6","8","102.324","102.221","101.681","313.4"
"104","7","42","102.371","102.084","101.886","309.6"
"104","8","35","102.14","102.381","102.424","321.2"
"104","9","40","101.426","101.995","null","316.4"
"104","10","25","101.936","102.398","null","323.9"
"104","11","2","102.486","102.477","null","312.8"
"104","12","43","102.154","102.494","null","313.5"
"104","13","4","102.382","102.699","null","317.2"
"104","14","36","102.63","null","null","316.5"
"104","15","22","103.407","null","null","320"
"104","16","7","103.427","null","null","312.8"
"104","17","44","105.062","null","null","309.8"
"104","18","45","105.455","null","null","303.8"
"104","19","11","null","null","null","321.4"
"104","20","38","null","null","null","316.5"
"105","1","15","76.979","75.924","75.406","319.9"
"105","2","1","77.292","76.038","76.04","319.6"
"105","3","12","77.425","76.667","76.272","324.2"
"105","4","27","77.244","76.726","76.357","316.4"
"105","5","40","77.388","76.714","76.588","325"
"105","6","38","77.862","76.932","76.708","317.2"
"105","7","22","78.042","77.066","76.911","318.2"
"105","8","4","77.669","77.272","76.922","318.6"
"105","9","8","77.914","77.243","77.573","321.8"
"105","10","2","78.385","77.299","78.106","324"
"105","11","42","77.611","77.338","null","321.8"
"105","12","43","77.796","77.445","null","320.9"
"105","13","25","77.76","77.599","null","323.1"
"105","14","11","78.132","77.788","null","322.1"
"105","15","16","78.286","77.886","null","322.4"
"105","16","7","78.404","null","null","318.2"
"105","17","36","78.471","null","null","323.5"
"105","18","35","78.664","null","null","319.8"
"105","19","44","79.072","null","null","316.2"
"105","20","45","80.254","null","null","313.4"
"106","1","1","71.542","70.835","70.166","284.2"
"106","2","15","71.562","70.701","70.252","284.6"
"106","3","27","71.597","70.618","70.641","284.7"
"106","4","12","71.434","71.227","70.947","291.6"
"106","5","38","71.74","71.457","71.041","284.8"
"106","6","4","71.865","71.363","71.109","287.2"
"106","7","2","71.767","71.543","71.218","287.7"
"106","8","8","71.602","71.412","71.271","284.7"
"106","9","25","71.872","71.608","71.417","288.6"
"106","10","43","72.007","71.429","71.653","286.4"
"106","11","7","72.097","71.67","null","285.9"
"106","12","42","71.845","71.724","null","289.1"
"106","13","22","71.837","72.027","null","287"
"106","14","11","71.993","72.115","null","289.3"
"106","15","35","71.976","72.185","null","288.8"
"106","16","40","72.149","null","null","289.9"
"106","17","16","72.233","null","null","288.5"
"106","18","36","72.846","null","null","289.3"
"106","19","44","73.477","null","null","283.2"
"106","20","45","73.751","null","null","282.8"
"107","1","12","71.2","71.142","70.24","333.3"
"107","2","1","71.518","71.01","70.446","326.1"
"107","3","40","71.214","71.205","70.92","329.3"
"107","4","2","71.837","71.532","71.071","330.7"
"107","5","38","72.023","71.196","71.079","324.4"
"107","6","15","71.229","71.095","71.101","327.7"
"107","7","7","71.72","71.553","71.324","328.5"
"107","8","42","71.78","71.735","71.863","327.8"
"107","9","25","71.75","71.572","73.981","328.9"
"107","10","4","72.107","71.786","null","326.3"
"107","11","27","71.619","71.8","null","326.5"
"107","12","8","71.965","71.921","null","325.9"
"107","13","35","72.122","72.136","null","329.8"
"107","14","43","72.02","72.193","null","328.4"
"107","15","22","72.109","null","null","326.4"
"107","16","16","72.197","null","null","330.9"
"107","17","11","72.23","null","null","329.7"
"107","18","36","72.266","null","null","328.8"
"107","19","44","73.617","null","null","326.8"
"107","20","45","74.393","null","null","326.6"
"108","1","1","90.609","89.52","88.319","338.6"
"108","2","15","90.55","89.437","88.605","336.9"
"108","3","40","90.647","89.699","88.965","339.8"
"108","4","27","91.327","90.099","89.409","333.9"
"108","5","42","90.989","90.019","89.418","336.6"
"108","6","25","91.073","90.319","89.522","335.4"
"108","7","12","91.075","89.506","89.799","340.3"
"108","8","2","90.954","90.369","89.918","342.5"
"108","9","38","91.152","90.421","90.184","331.4"
"108","10","35","91.18","90.408","93.42","341.2"
"108","11","43","91.445","90.461","null","340.2"
"108","12","11","90.972","90.533","null","341.8"
"108","13","7","90.865","90.544","null","339.5"
"108","14","16","90.964","90.738","null","339.7"
"108","15","4","91.166","91.44","null","337.1"
"108","16","8","91.564","null","null","329.4"
"108","17","22","91.626","null","null","330.3"
"108","18","36","91.726","null","null","335.9"
"108","19","44","92.789","null","null","331.5"
"108","20","45","93.205","null","null","333.3"
"109","1","40","64.138","63.378","63.003","325.7"
"109","2","1","63.818","63.803","63.262","319.5"
"109","3","27","63.807","63.835","63.439","319"
"109","4","15","64.084","63.863","63.537","319"
"109","5","4","64.778","64.466","64.072","314.2"
"109","6","42","64.361","64.211","64.099","319.9"
"109","7","11","64.615","64.056","64.166","321.8"
"109","8","35","64.45","64.194","64.179","321.9"
"109","9","38","64.412","63.988","64.199","316.8"
"109","10","12","64.43","63.667","null","321.5"
"109","11","22","64.552","64.49","null","310.5"
"109","12","7","64.733","64.516","null","322.6"
"109","13","43","64.708","64.665","null","322.2"
"109","14","2","64.647","64.79","null","317.8"
"109","15","25","64.453","73.601","null","320.6"
"109","16","16","64.789","null","null","320"
"109","17","36","64.832","null","null","318.7"
"109","18","8","65.324","null","null","315.4"
"109","19","44","65.904","null","null","318.4"
"109","20","45","66.206","null","null","316.5"
"110","1","15","85.75","85.672","85.093","328.2"
"110","2","1","85.513","85.84","85.099","328.7"
"110","3","40","85.533","85.546","85.172","332.5"
"110","4","27","85.7","85.848","85.276","328.2"
"110","5","38","86.273","86.038","85.59","327.8"
"110","6","12","85.898","86.023","85.787","330.6"
"110","7","2","86.428","86.283","86.182","337"
"110","8","42","86.079","86.385","86.224","331.1"
"110","9","43","86.482","86.403","86.345","329.4"
"110","10","7","86.568","86.397","86.386","336.7"
"110","11","35","86.449","86.519","null","333.3"
"110","12","11","86.558","86.546","null","331.3"
"110","13","25","86.203","86.578","null","330.1"
"110","14","22","86.347","86.757","null","327.6"
"110","15","16","86.649","86.928","null","329.8"
"110","16","4","86.662","null","null","325"
"110","17","8","86.721","null","null","331.3"
"110","18","36","86.762","null","null","332.2"
"110","19","44","87.789","null","null","328.1"
"110","20","45","88.257","null","null","328.2"
"111","1","1","72.852","72.149","71.767","323.2"
"111","2","27","72.593","72.427","72.113","325.5"
"111","3","15","73.075","72.424","72.129","325.5"
"111","4","38","72.991","72.385","72.522","327.3"
"111","5","11","73.066","72.519","72.538","330.6"
"111","6","22","73.146","72.769","72.851","328.4"
"111","7","25","73.221","72.632","72.897","326.9"
"111","8","16","73.194","72.776","73.065","327.7"
"111","9","7","73.186","72.766","73.126","329.1"
"111","10","40","72.229","72.344","null","327.3"
"111","11","35","73.17","72.786","null","332.1"
"111","12","4","73.103","72.789","null","329.2"
"111","13","2","73.131","72.799","null","328.4"
"111","14","8","73.278","73.135","null","326.5"
"111","15","36","73.256","73.45","null","330.4"
"111","16","42","73.333","null","null","328.4"
"111","17","43","73.461","null","null","340.9"
"111","18","44","74.721","null","null","327.9"
"111","19","45","74.839","null","null","328"
"111","20","12","null","null","null","171.9"
"112","1","27","75.817","75.573","74.572","307.5"
"112","2","15","76.078","75.669","74.59","309.9"
"112","3","1","76.068","75.548","74.769","309.3"
"112","4","40","76.337","75.792","75.043","315.2"
"112","5","12","76.452","75.885","75.071","315.6"
"112","6","38","76.716","76.393","75.45","306.6"
"112","7","42","76.697","76.06","75.8","312.1"
"112","8","25","76.493","76.308","75.852","309.9"
"112","9","22","76.978","76.319","76.013","310"
"112","10","11","76.506","76.518","76.041","312.6"
"112","11","7","76.79","76.565","null","311.7"
"112","12","43","76.912","76.687","null","310"
"112","13","8","76.75","76.692","null","311.2"
"112","14","35","76.894","76.804","null","313.1"
"112","15","4","76.122","77.081","null","306.2"
"112","16","44","77.031","null","null","308.6"
"112","17","16","77.109","null","null","308.8"
"112","18","2","77.257","null","null","309.9"
"112","19","36","77.542","null","null","309.7"
"112","20","45","78.324","null","null","307.2"
"113","1","40","103.587","102.938","102.519","316"
"113","2","12","104.109","103.037","103.267","317.7"
"113","3","1","105.26","103.592","103.282","309.6"
"113","4","15","105.141","103.98","103.415","309.9"
"113","5","27","104.622","104.132","103.69","309.7"
"113","6","2","105.56","104.103","104.257","316.9"
"113","7","7","105.899","104.549","104.542","315.6"
"113","8","11","105.842","104.14","104.557","312.2"
"113","9","16","105.732","104.707","104.706","314.6"
"113","10","4","105.839","104.738","105.086","312.7"
"113","11","22","105.694","104.797","null","312.5"
"113","12","42","106.154","104.847","null","310.9"
"113","13","36","106","105.047","null","313.9"
"113","14","43","105.528","105.799","null","308.3"
"113","15","35","105.637","null","null","310.7"
"113","16","38","106.435","null","null","306.2"
"113","17","25","106.507","null","null","304.9"
"113","18","8","106.518","null","null","304.6"
"113","19","44","107.548","null","null","302.9"
"113","20","45","null","null","null","298.2"
"114","1","40","80.126","79.553","79.307","349.7"
"114","2","1","80.272","79.464","79.346","342.5"
"114","3","15","80.156","80.018","79.354","338.3"
"114","4","12","80.378","79.715","79.457","346"
"114","5","2","80.374","79.833","79.839","344.2"
"114","6","7","80.155","80.275","80.049","344.4"
"114","7","25","80.413","80.202","80.455","346.1"
"114","8","43","80.382","80.021","null","344.6"
"114","9","36","80.643","80.498","null","349.5"
"114","10","11","80.634","80.515","null","342.7"
"114","11","35","80.657","80.517","null","342.5"
"114","12","4","80.616","80.615","null","345"
"114","13","8","80.723","80.63","null","342.6"
"114","14","42","80.646","81.068","null","334.8"
"114","15","38","80.508","81.125","null","342.4"
"114","16","22","80.784","null","null","340.8"
"114","17","16","81.291","null","null","349.7"
"114","18","44","81.8","null","null","343.5"
"114","19","45","82.356","null","null","340.9"
"114","20","27","null","null","null","331.8"
"115","1","40","98.014","96.65","96.217","308.3"
"115","2","1","97.565","96.933","96.408","306.2"
"115","3","12","98.374","96.72","96.437","308.3"
"115","4","27","98.54","97.089","96.813","302.6"
"115","5","15","97.317","97.142","97.146","306.1"
"115","6","43","99.106","97.865","97.411","303.8"
"115","7","25","98.882","97.982","97.818","308.3"
"115","8","7","99.001","98.58","98.264","307"
"115","9","42","98.606","97.572","98.329","306"
"115","10","16","99.909","98.52","null","304"
"115","11","35","99.272","98.697","null","305.5"
"115","12","38","99.085","98.699","null","302.7"
"115","13","11","99.454","98.858","null","303.6"
"115","14","4","99.942","99.65","null","303.8"
"115","15","8","99.957","null","null","301.5"
"115","16","36","99.979","null","null","302.6"
"115","17","22","100.277","null","null","303.3"
"115","18","44","100.867","null","null","302.9"
"115","19","45","101.186","null","null","300.6"
"115","20","2","null","null","null","306.2"
"116","1","40","93.613","92.434","91.628","320.5"
"116","2","1","93.23","93.134","92.03","320"
"116","3","12","93.032","92.536","92.053","323.1"
"116","4","27","93.368","92.634","92.31","317.3"
"116","5","15","93.413","93.281","92.632","321.3"
"116","6","25","94.184","93.807","93.222","319.1"
"116","7","7","94.236","93.898","93.289","322"
"116","8","42","94.201","93.725","93.301","319.6"
"116","9","22","94.283","93.643","93.517","323.7"
"116","10","2","94.138","93.862","93.661","324.4"
"116","11","38","94.456","93.95","null","322.4"
"116","12","16","94.336","93.958","null","326.8"
"116","13","35","94.755","94.037","null","322.7"
"116","14","4","93.889","94.082","null","320.9"
"116","15","36","94.287","94.233","null","328.3"
"116","16","11","94.84","null","null","322.7"
"116","17","44","95.356","null","null","326.9"
"116","18","45","96.474","null","null","324.3"
"116","19","43","99.197","null","null","314.5"
"116","20","8","99.544","null","null","null"
"117","1","12","88.988","88.174","87.064","312.2"
"117","2","40","88.405","88.179","87.253","312.5"
"117","3","15","88.896","87.688","87.293","305.9"
"117","4","1","88.735","87.826","87.302","306.3"
"117","5","27","88.754","88.499","87.851","305.3"
"117","6","43","89.351","88.156","87.851","307"
"117","7","25","89.018","88.577","88.304","303.8"
"117","8","42","88.873","88.571","88.464","304.3"
"117","9","38","89.411","88.779","88.836","305.8"
"117","10","22","89.572","89.144","89.341","306.8"
"117","11","35","89.604","89.254","null","306.9"
"117","12","36","89.594","89.345","null","310.4"
"117","13","11","89.636","89.358","null","307.1"
"117","14","8","89.723","89.563","null","306.7"
"117","15","7","89.619","90.112","null","306.3"
"117","16","2","89.822","null","null","308.2"
"117","17","16","90.344","null","null","307.6"
"117","18","44","90.364","null","null","299.5"
"117","19","4","null","null","null","304.4"
"117","20","45","null","null","null","210.8"
"118","1","27","75.949","76.136","74.758","347.8"
"118","2","40","76.364","76.219","75.024","357"
"118","3","12","76.696","75.914","75.17","357.9"
"118","4","1","76.424","75.721","75.262","350.7"
"118","5","43","76.175","76.574","75.336","345.6"
"118","6","15","77.062","75.852","75.338","347.7"
"118","7","25","77.044","76.267","76.014","346.9"
"118","8","42","77.092","76.447","76.322","344.4"
"118","9","8","77.041","76.657","76.469","347.3"
"118","10","38","77.065","76.679","76.586","346.7"
"118","11","16","77.465","76.687","null","352.1"
"118","12","7","77.608","76.885","null","346.2"
"118","13","2","77.27","76.933","null","351.6"
"118","14","11","77.225","76.967","null","352.1"
"118","15","35","77.794","77.269","null","349.5"
"118","16","36","78.065","null","null","352.2"
"118","17","4","78.436","null","null","353"
"118","18","22","78.599","null","null","351.7"
"118","19","44","78.823","null","null","351.6"
"118","20","45","80.179","null","null","351.9"
"119","1","15","93.75","93.16","92.029","323"
"119","2","12","93.766","93.782","92.041","326.1"
"119","3","27","93.549","93.12","92.096","324.9"
"119","4","40","93.988","92.76","92.137","326"
"119","5","1","93.454","93.045","92.321","322.6"
"119","6","43","93.984","92.898","92.548","325.8"
"119","7","25","93.916","93.422","92.847","327.5"
"119","8","42","93.353","93.316","93.175","325.7"
"119","9","2","93.835","93.608","93.488","325.7"
"119","10","38","93.556","93.715","93.601","328.2"
"119","11","7","94.092","93.815","null","327.2"
"119","12","4","93.812","93.979","null","327.2"
"119","13","8","94.138","93.989","null","327.9"
"119","14","36","93.921","94.1","null","327.1"
"119","15","22","94.161","94.158","null","320.6"
"119","16","35","94.226","null","null","328.1"
"119","17","11","94.369","null","null","324"
"119","18","44","95.372","null","null","322.6"
"119","19","16","95.808","null","null","322.3"
"119","20","45","95.889","null","null","321.6"
"120","1","27","68.242","67.503","67.508","330.2"
"120","2","12","68.556","68.05","67.631","329.7"
"120","3","1","68.614","68.088","67.699","325.3"
"120","4","40","68.496","67.888","67.728","330.6"
"120","5","15","68.545","68.232","67.874","324.7"
"120","6","43","68.503","68.117","67.935","327.3"
"120","7","38","68.909","68.77","68.837","330.4"
"120","8","22","69.197","68.705","68.854","327.5"
"120","9","11","69.276","68.858","68.984","330"
"120","10","4","68.875","68.803","69.037","326.9"
"120","11","42","68.891","68.868","null","327.6"
"120","12","2","69.086","68.903","null","330.4"
"120","13","35","69.175","68.919","null","329.5"
"120","14","7","69.05","68.921","null","326"
"120","15","16","69.288","69.035","null","327.7"
"120","16","8","69.32","null","null","327.1"
"120","17","36","69.536","null","null","329.6"
"120","18","44","70.126","null","null","327.2"
"120","19","45","70.614","null","null","324.9"
"120","20","25","null","null","null","327.1"
"121","1","1","95.851","95.634","94.779","321.1"
"121","2","15","96.2","95.674","94.973","324.1"
"121","3","27","96.39","96.275","95.139","322.6"
"121","4","40","96.478","95.543","95.219","327.2"
"121","5","12","96.963","95.786","95.339","329"
"121","6","43","96.102","96.718","95.682","324.3"
"121","7","42","97.545","96.764","96.436","322.8"
"121","8","2","97.106","96.785","96.456","328.7"
"121","9","25","97.358","96.308","96.459","325.7"
"121","10","7","97.506","96.859","96.71","326.9"
"121","11","16","96.961","97.055","null","326.9"
"121","12","38","97.198","97.089","null","323.7"
"121","13","36","97.528","97.103","null","326.2"
"121","14","8","97.683","97.141","null","325"
"121","15","4","97.71","97.254","null","324.1"
"121","16","22","98.051","null","null","325.2"
"121","17","35","98.114","null","null","323"
"121","18","11","98.383","null","null","320.4"
"121","19","44","98.717","null","null","326.5"
"121","20","45","99.236","null","null","325"
