driver_id,season,date,race_id,team,teamcolor,status,resultposition,speedtrap,location,comment,name,id,temp,feels_like,humidity,clouds,wind_speed,main,description,icon,lat,long,locality,country,round,accidents,failures
22,2015,2015-09-27,33,LotusF1,#E2B007,F,7,null,Suzuka,null,Romain Grosjean,33,81,82,51,2,4.1,Clear,Clear Sky,01d,34.8431,136.541,Suzuka,Japan,14,3,3
2,2015,2015-09-27,33,RedBull,#1E41FF,F,15,null,Suzuka,null,Daniel Ricciardo,33,81,82,51,2,4.1,Clear,Clear Sky,01d,34.8431,136.541,Suzuka,Japan,14,0,2
11,2015,2015-09-27,33,Ferrari,#DC0000,F,4,null,Suzuka,null,Kimi Raikkonen,33,81,82,51,2,4.1,Clear,Clear Sky,01d,34.8431,136.541,Suzuka,Japan,14,2,3
9,2015,2015-09-27,33,Williams,#192c4e,F,17,null,Suzuka,null,Felipe Massa,33,81,82,51,2,4.1,Clear,Clear Sky,01d,34.8431,136.541,Suzuka,Japan,14,0,2
12,2015,2015-09-27,33,Ferrari,#DC0000,F,3,null,Suzuka,null,Sebastian Vettel,33,81,82,51,2,4.1,Clear,Clear Sky,01d,34.8431,136.541,Suzuka,Japan,14,1,0
15,2015,2015-09-27,33,Williams,#192c4e,F,5,null,Suzuka,null,Valtteri Bottas,33,81,82,51,2,4.1,Clear,Clear Sky,01d,34.8431,136.541,Suzuka,Japan,14,0,1
1,2015,2015-09-27,33,Mercedes,#00D2BE,F,1,null,Suzuka,null,Lewis Hamilton,33,81,82,51,2,4.1,Clear,Clear Sky,01d,34.8431,136.541,Suzuka,Japan,14,0,1
3,2015,2015-09-27,33,Mercedes,#00D2BE,F,2,null,Suzuka,null,Nico Rosberg,33,81,82,51,2,4.1,Clear,Clear Sky,01d,34.8431,136.541,Suzuka,Japan,14,0,1
25,2015,2015-10-11,34,ToroRosso,#469BFF,DNF,16,312.7,Sochi,null,Carlos Sainz Jnr,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,0,7
5,2015,2015-10-11,34,McLaren,#FF8700,F,11,310.5,Sochi,null,Fernando Alonso,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,1,6
28,2015,2015-10-11,34,ManorMarussia,#6E0000,F,13,307.4,Sochi,null,Roberto Merhi,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,0,1
24,2015,2015-10-11,34,ManorMarussia,#6E0000,F,14,299.5,Sochi,null,Will Stevens,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,1,1
19,2015,2015-10-11,34,Sauber,#9B0000,DNF,20,247.6,Sochi,null,Marcus Ericsson,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,2,1
9,2015,2015-10-11,34,Williams,#192c4e,F,4,333.6,Sochi,null,Felipe Massa,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,0,2
21,2015,2015-10-11,34,LotusF1,#E2B007,F,7,314.4,Sochi,null,Pastor Maldonado,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,5,4
10,2015,2015-10-11,34,McLaren,#FF8700,F,9,303.9,Sochi,null,Jenson Button,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,1,4
26,2015,2015-10-11,34,Sauber,#9B0000,F,6,311.4,Sochi,null,Felipe Nasr,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,0,1
8,2015,2015-10-11,34,RedBull,#1E41FF,F,5,314.1,Sochi,null,Daniil Kvyat,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,1,1
2,2015,2015-10-11,34,RedBull,#1E41FF,DNF,15,315.2,Sochi,null,Daniel Ricciardo,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,0,2
27,2015,2015-10-11,34,ToroRosso,#469BFF,F,10,319.2,Sochi,null,Max Verstappen,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,2,2
22,2015,2015-10-11,34,LotusF1,#E2B007,DNF,17,308.2,Sochi,null,Romain Grosjean,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,3,3
16,2015,2015-10-11,34,ForceIndia,#F596C8,F,3,311.8,Sochi,null,Sergio Perez,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,0,1
7,2015,2015-10-11,34,ForceIndia,#F596C8,DNF,19,279.7,Sochi,null,Nico Hulkenberg,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,3,3
11,2015,2015-10-11,34,Ferrari,#DC0000,F,8,343.1,Sochi,null,Kimi Raikkonen,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,2,3
12,2015,2015-10-11,34,Ferrari,#DC0000,F,2,325.5,Sochi,null,Sebastian Vettel,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,1,0
15,2015,2015-10-11,34,Williams,#192c4e,DNF,12,333.1,Sochi,null,Valtteri Bottas,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,0,1
1,2015,2015-10-11,34,Mercedes,#00D2BE,F,1,311.1,Sochi,null,Lewis Hamilton,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,0,1
3,2015,2015-10-11,34,Mercedes,#00D2BE,DNF,18,305.6,Sochi,null,Nico Rosberg,34,63,61,42,0,3,Clear,Clear Sky,01d,43.4057,39.9578,Sochi,Russia,15,0,1
25,2015,2015-10-25,35,ToroRosso,#469BFF,F,7,null,Austin,Rain in the beginning,Carlos Sainz Jnr,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,0,7
24,2015,2015-10-25,35,ManorMarussia,#6E0000,DNF,20,null,Austin,Rain in the beginning,Will Stevens,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,1,1
11,2015,2015-10-25,35,Ferrari,#DC0000,DNF,16,null,Austin,Rain in the beginning,Kimi Raikkonen,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,2,3
29,2015,2015-10-25,35,ManorMarussia,#6E0000,F,12,null,Austin,Rain in the beginning,Alexander Rossi,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,0,0
15,2015,2015-10-25,35,Williams,#192c4e,DNF,19,null,Austin,Rain in the beginning,Valtteri Bottas,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,0,1
26,2015,2015-10-25,35,Sauber,#9B0000,F,9,null,Austin,Rain in the beginning,Felipe Nasr,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,0,1
19,2015,2015-10-25,35,Sauber,#9B0000,DNF,15,null,Austin,Rain in the beginning,Marcus Ericsson,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,2,1
12,2015,2015-10-25,35,Ferrari,#DC0000,F,3,null,Austin,Rain in the beginning,Sebastian Vettel,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,1,0
21,2015,2015-10-25,35,LotusF1,#E2B007,F,8,null,Austin,Rain in the beginning,Pastor Maldonado,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,5,4
10,2015,2015-10-25,35,McLaren,#FF8700,F,6,null,Austin,Rain in the beginning,Jenson Button,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,1,4
22,2015,2015-10-25,35,LotusF1,#E2B007,DNF,18,null,Austin,Rain in the beginning,Romain Grosjean,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,3,3
5,2015,2015-10-25,35,McLaren,#FF8700,F,11,null,Austin,Rain in the beginning,Fernando Alonso,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,1,6
27,2015,2015-10-25,35,ToroRosso,#469BFF,F,4,null,Austin,Rain in the beginning,Max Verstappen,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,2,2
9,2015,2015-10-25,35,Williams,#192c4e,DNF,17,null,Austin,Rain in the beginning,Felipe Massa,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,0,2
7,2015,2015-10-25,35,ForceIndia,#F596C8,DNF,14,null,Austin,Rain in the beginning,Nico Hulkenberg,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,3,3
16,2015,2015-10-25,35,ForceIndia,#F596C8,F,5,null,Austin,Rain in the beginning,Sergio Perez,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,0,1
8,2015,2015-10-25,35,RedBull,#1E41FF,DNF,13,null,Austin,Rain in the beginning,Daniil Kvyat,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,1,1
2,2015,2015-10-25,35,RedBull,#1E41FF,F,10,null,Austin,Rain in the beginning,Daniel Ricciardo,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,0,2
1,2015,2015-10-25,35,Mercedes,#00D2BE,F,1,null,Austin,Rain in the beginning,Lewis Hamilton,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,0,1
3,2015,2015-10-25,35,Mercedes,#00D2BE,F,2,null,Austin,Rain in the beginning,Nico Rosberg,35,65,65,83,100,7.2,Rain,Light Rain,10d,30.1328,-97.6411,Austin,USA,16,0,1
10,2015,2015-11-01,36,McLaren,#FF8700,F,14,null,MexicoCity,null,Jenson Button,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,1,4
11,2015,2015-11-01,36,Ferrari,#DC0000,DNF,19,null,MexicoCity,null,Kimi Raikkonen,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,2,3
5,2015,2015-11-01,36,McLaren,#FF8700,DNF,20,null,MexicoCity,null,Fernando Alonso,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,1,6
24,2015,2015-11-01,36,ManorMarussia,#6E0000,F,16,null,MexicoCity,null,Will Stevens,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,1,1
29,2015,2015-11-01,36,ManorMarussia,#6E0000,F,15,null,MexicoCity,null,Alexander Rossi,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,0,0
26,2015,2015-11-01,36,Sauber,#9B0000,DNF,17,null,MexicoCity,null,Felipe Nasr,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,0,1
19,2015,2015-11-01,36,Sauber,#9B0000,F,12,null,MexicoCity,null,Marcus Ericsson,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,2,1
21,2015,2015-11-01,36,LotusF1,#E2B007,F,11,null,MexicoCity,null,Pastor Maldonado,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,5,4
22,2015,2015-11-01,36,LotusF1,#E2B007,F,10,null,MexicoCity,null,Romain Grosjean,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,3,3
25,2015,2015-11-01,36,ToroRosso,#469BFF,F,13,null,MexicoCity,null,Carlos Sainz Jnr,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,0,7
7,2015,2015-11-01,36,ForceIndia,#F596C8,F,7,null,MexicoCity,null,Nico Hulkenberg,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,3,3
16,2015,2015-11-01,36,ForceIndia,#F596C8,F,8,null,MexicoCity,null,Sergio Perez,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,0,1
27,2015,2015-11-01,36,ToroRosso,#469BFF,F,9,null,MexicoCity,null,Max Verstappen,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,2,2
9,2015,2015-11-01,36,Williams,#192c4e,F,6,null,MexicoCity,null,Felipe Massa,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,0,2
15,2015,2015-11-01,36,Williams,#192c4e,F,3,null,MexicoCity,null,Valtteri Bottas,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,0,1
2,2015,2015-11-01,36,RedBull,#1E41FF,F,5,null,MexicoCity,null,Daniel Ricciardo,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,0,2
8,2015,2015-11-01,36,RedBull,#1E41FF,F,4,null,MexicoCity,null,Daniil Kvyat,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,1,1
12,2015,2015-11-01,36,Ferrari,#DC0000,DNF,18,null,MexicoCity,null,Sebastian Vettel,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,1,0
1,2015,2015-11-01,36,Mercedes,#00D2BE,F,2,null,MexicoCity,null,Lewis Hamilton,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,0,1
3,2015,2015-11-01,36,Mercedes,#00D2BE,F,1,null,MexicoCity,null,Nico Rosberg,36,71,70,38,40,1.5,Clouds,Scattered Clouds,03d,19.4042,-99.0907,Mexico City,Mexico,17,0,1
5,2015,2015-11-15,37,McLaren,#FF8700,F,15,null,SaoPaulo,null,Fernando Alonso,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,1,6
2,2015,2015-11-15,37,RedBull,#1E41FF,F,11,null,SaoPaulo,null,Daniel Ricciardo,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,0,2
24,2015,2015-11-15,37,ManorMarussia,#6E0000,F,17,null,SaoPaulo,null,Will Stevens,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,1,1
29,2015,2015-11-15,37,ManorMarussia,#6E0000,F,18,null,SaoPaulo,null,Alexander Rossi,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,0,0
10,2015,2015-11-15,37,McLaren,#FF8700,F,14,null,SaoPaulo,null,Jenson Button,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,1,4
21,2015,2015-11-15,37,LotusF1,#E2B007,F,10,null,SaoPaulo,null,Pastor Maldonado,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,5,4
22,2015,2015-11-15,37,LotusF1,#E2B007,F,8,null,SaoPaulo,null,Romain Grosjean,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,3,3
26,2015,2015-11-15,37,Sauber,#9B0000,F,13,null,SaoPaulo,null,Felipe Nasr,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,0,1
19,2015,2015-11-15,37,Sauber,#9B0000,F,16,null,SaoPaulo,null,Marcus Ericsson,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,2,1
16,2015,2015-11-15,37,ForceIndia,#F596C8,F,12,null,SaoPaulo,null,Sergio Perez,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,0,1
25,2015,2015-11-15,37,ToroRosso,#469BFF,DNF,19,null,SaoPaulo,null,Carlos Sainz Jnr,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,0,7
27,2015,2015-11-15,37,ToroRosso,#469BFF,F,9,null,SaoPaulo,null,Max Verstappen,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,2,2
9,2015,2015-11-15,37,Williams,#192c4e,DQ,20,null,SaoPaulo,null,Felipe Massa,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,0,2
15,2015,2015-11-15,37,Williams,#192c4e,F,5,null,SaoPaulo,null,Valtteri Bottas,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,0,1
8,2015,2015-11-15,37,RedBull,#1E41FF,F,7,null,SaoPaulo,null,Daniil Kvyat,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,1,1
7,2015,2015-11-15,37,ForceIndia,#F596C8,F,6,null,SaoPaulo,null,Nico Hulkenberg,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,3,3
11,2015,2015-11-15,37,Ferrari,#DC0000,F,4,null,SaoPaulo,null,Kimi Raikkonen,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,2,3
12,2015,2015-11-15,37,Ferrari,#DC0000,F,3,null,SaoPaulo,null,Sebastian Vettel,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,1,0
1,2015,2015-11-15,37,Mercedes,#00D2BE,F,2,null,SaoPaulo,null,Lewis Hamilton,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,0,1
3,2015,2015-11-15,37,Mercedes,#00D2BE,F,1,null,SaoPaulo,null,Nico Rosberg,37,79,78,48,75,2.1,Clouds,Broken Clouds,04d,-23.7036,-46.6997,Sao Paulo,Brazil,18,0,1
28,2015,2015-11-29,38,ManorMarussia,#6E0000,F,19,null,YasMarina,null,Roberto Merhi,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,0,1
24,2015,2015-11-29,38,ManorMarussia,#6E0000,F,18,null,YasMarina,null,Will Stevens,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,1,1
22,2015,2015-11-29,38,LotusF1,#E2B007,F,9,null,YasMarina,null,Romain Grosjean,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,3,3
19,2015,2015-11-29,38,Sauber,#9B0000,F,14,null,YasMarina,null,Marcus Ericsson,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,2,1
5,2015,2015-11-29,38,McLaren,#FF8700,F,17,null,YasMarina,null,Fernando Alonso,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,1,6
12,2015,2015-11-29,38,Ferrari,#DC0000,F,4,null,YasMarina,null,Sebastian Vettel,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,1,0
26,2015,2015-11-29,38,Sauber,#9B0000,F,15,null,YasMarina,null,Felipe Nasr,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,0,1
21,2015,2015-11-29,38,LotusF1,#E2B007,DNF,20,null,YasMarina,null,Pastor Maldonado,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,5,4
10,2015,2015-11-29,38,McLaren,#FF8700,F,12,null,YasMarina,null,Jenson Button,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,1,4
27,2015,2015-11-29,38,ToroRosso,#469BFF,F,16,null,YasMarina,null,Max Verstappen,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,2,2
25,2015,2015-11-29,38,ToroRosso,#469BFF,F,11,null,YasMarina,null,Carlos Sainz Jnr,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,0,7
8,2015,2015-11-29,38,RedBull,#1E41FF,F,10,null,YasMarina,null,Daniil Kvyat,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,1,1
9,2015,2015-11-29,38,Williams,#192c4e,F,8,null,YasMarina,null,Felipe Massa,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,0,2
7,2015,2015-11-29,38,ForceIndia,#F596C8,F,7,null,YasMarina,null,Nico Hulkenberg,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,3,3
15,2015,2015-11-29,38,Williams,#192c4e,F,13,null,YasMarina,null,Valtteri Bottas,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,0,1
2,2015,2015-11-29,38,RedBull,#1E41FF,F,6,null,YasMarina,null,Daniel Ricciardo,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,0,2
16,2015,2015-11-29,38,ForceIndia,#F596C8,F,5,null,YasMarina,null,Sergio Perez,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,0,1
11,2015,2015-11-29,38,Ferrari,#DC0000,F,3,null,YasMarina,null,Kimi Raikkonen,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,2,3
1,2015,2015-11-29,38,Mercedes,#00D2BE,F,2,null,YasMarina,null,Lewis Hamilton,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,0,1
3,2015,2015-11-29,38,Mercedes,#00D2BE,F,1,null,YasMarina,null,Nico Rosberg,38,82,82,51,20,6.2,Clouds,Few Clouds,02d,24.4672,54.6031,Abu Dhabi,UAE,19,0,1
32,2016,2016-03-20,39,ManorMarussia,#6E0000,DNF,19,null,Melbourne,"SC, then red flag, restart behind SC",Rio Haryanto,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,2,1
31,2016,2016-03-20,39,ManorMarussia,#6E0000,F,16,null,Melbourne,"SC, then red flag, restart behind SC",Pascal Wehrlein,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,3,2
20,2016,2016-03-20,39,HaasF1Team,#F0D787,DNF,20,null,Melbourne,"SC, then red flag, restart behind SC",Esteban Gutierrez,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,3
22,2016,2016-03-20,39,HaasF1Team,#F0D787,F,6,null,Melbourne,"SC, then red flag, restart behind SC",Romain Grosjean,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,0,3
8,2016,2016-03-20,39,RedBull,#1E41FF,DNF,22,null,Melbourne,"SC, then red flag, restart behind SC",Daniil Kvyat,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,5
26,2016,2016-03-20,39,Sauber,#9B0000,F,15,null,Melbourne,"SC, then red flag, restart behind SC",Felipe Nasr,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,2,2
15,2016,2016-03-20,39,Williams,#192c4e,F,8,null,Melbourne,"SC, then red flag, restart behind SC",Valtteri Bottas,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,0,2
19,2016,2016-03-20,39,Sauber,#9B0000,DNF,17,null,Melbourne,"SC, then red flag, restart behind SC",Marcus Ericsson,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,3
4,2016,2016-03-20,39,Renault,#FFF500,F,12,null,Melbourne,"SC, then red flag, restart behind SC",Kevin Magnussen,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,2,2
30,2016,2016-03-20,39,Renault,#FFF500,F,11,null,Melbourne,"SC, then red flag, restart behind SC",Jolyon Palmer,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,2,2
10,2016,2016-03-20,39,McLaren,#FF8700,F,14,null,Melbourne,"SC, then red flag, restart behind SC",Jenson Button,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,5
5,2016,2016-03-20,39,McLaren,#FF8700,DNF,21,null,Melbourne,"SC, then red flag, restart behind SC",Fernando Alonso,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,2
7,2016,2016-03-20,39,ForceIndia,#F596C8,F,7,null,Melbourne,"SC, then red flag, restart behind SC",Nico Hulkenberg,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,2,2
16,2016,2016-03-20,39,ForceIndia,#F596C8,F,13,null,Melbourne,"SC, then red flag, restart behind SC",Sergio Perez,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,0,0
2,2016,2016-03-20,39,RedBull,#1E41FF,F,4,null,Melbourne,"SC, then red flag, restart behind SC",Daniel Ricciardo,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,0,0
25,2016,2016-03-20,39,ToroRosso,#469BFF,F,9,null,Melbourne,"SC, then red flag, restart behind SC",Carlos Sainz Jnr,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,0,4
9,2016,2016-03-20,39,Williams,#192c4e,F,5,null,Melbourne,"SC, then red flag, restart behind SC",Felipe Massa,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,0,2
27,2016,2016-03-20,39,ToroRosso,#469BFF,F,10,null,Melbourne,"SC, then red flag, restart behind SC",Max Verstappen,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,2
11,2016,2016-03-20,39,Ferrari,#DC0000,DNF,18,null,Melbourne,"SC, then red flag, restart behind SC",Kimi Raikkonen,39,72,71,40,0,6.2,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,2
