driver_id,season,date,race_id,team,teamcolor,status,resultposition,speedtrap,location,comment,name,id,temp,feels_like,humidity,clouds,wind_speed,main,description,icon,lat,long,locality,country,round,accidents,failures
19,2016,2016-10-30,57,Sauber,#9B0000,F,11,360.3,MexicoCity,SC followed directly on VSC,Marcus Ericsson,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,1,3
4,2016,2016-10-30,57,Renault,#FFF500,F,17,344,MexicoCity,SC followed directly on VSC,Kevin Magnussen,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,2,2
10,2016,2016-10-30,57,McLaren,#FF8700,F,12,365.7,MexicoCity,SC followed directly on VSC,Jenson Button,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,1,5
16,2016,2016-10-30,57,ForceIndia,#F596C8,F,10,370.8,MexicoCity,SC followed directly on VSC,Sergio Perez,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,0,0
5,2016,2016-10-30,57,McLaren,#FF8700,F,13,367,MexicoCity,SC followed directly on VSC,Fernando Alonso,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,1,2
25,2016,2016-10-30,57,ToroRosso,#469BFF,F,16,348.3,MexicoCity,SC followed directly on VSC,Carlos Sainz Jnr,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,0,4
9,2016,2016-10-30,57,Williams,#192c4e,F,9,371.7,MexicoCity,SC followed directly on VSC,Felipe Massa,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,0,2
15,2016,2016-10-30,57,Williams,#192c4e,F,8,372.5,MexicoCity,SC followed directly on VSC,Valtteri Bottas,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,0,2
12,2016,2016-10-30,57,Ferrari,#DC0000,F,5,367.8,MexicoCity,SC followed directly on VSC,Sebastian Vettel,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,2,1
11,2016,2016-10-30,57,Ferrari,#DC0000,F,6,366.9,MexicoCity,SC followed directly on VSC,Kimi Raikkonen,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,1,2
7,2016,2016-10-30,57,ForceIndia,#F596C8,F,7,363.1,MexicoCity,SC followed directly on VSC,Nico Hulkenberg,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,2,2
2,2016,2016-10-30,57,RedBull,#1E41FF,F,3,363.6,MexicoCity,SC followed directly on VSC,Daniel Ricciardo,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,0,0
27,2016,2016-10-30,57,ToroRosso,#469BFF,F,4,362.5,MexicoCity,SC followed directly on VSC,Max Verstappen,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,1,2
3,2016,2016-10-30,57,Mercedes,#00D2BE,F,2,362.5,MexicoCity,SC followed directly on VSC,Nico Rosberg,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,1,0
1,2016,2016-10-30,57,Mercedes,#00D2BE,F,1,364.1,MexicoCity,SC followed directly on VSC,Lewis Hamilton,57,68,66,42,75,2.6,Clouds,Broken Clouds,04d,19.4042,-99.0907,Mexico City,Mexico,19,1,1
34,2016,2016-11-13,58,ManorMarussia,#6E0000,F,12,270.7,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Esteban Ocon,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,0,0
26,2016,2016-11-13,58,Sauber,#9B0000,F,9,271.3,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Felipe Nasr,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,2,2
19,2016,2016-11-13,58,Sauber,#9B0000,DNF,21,251,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Marcus Ericsson,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,1,3
31,2016,2016-11-13,58,ManorMarussia,#6E0000,F,15,271.7,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Pascal Wehrlein,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,3,2
4,2016,2016-11-13,58,Renault,#FFF500,F,14,268.5,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Kevin Magnussen,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,2,2
10,2016,2016-11-13,58,McLaren,#FF8700,F,16,279.7,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Jenson Button,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,1,5
30,2016,2016-11-13,58,Renault,#FFF500,DNF,19,229.9,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Jolyon Palmer,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,2,2
25,2016,2016-11-13,58,ToroRosso,#469BFF,F,6,279.7,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Carlos Sainz Jnr,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,0,4
8,2016,2016-11-13,58,RedBull,#1E41FF,F,13,285.5,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Daniil Kvyat,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,1,5
9,2016,2016-11-13,58,Williams,#192c4e,DNF,18,258.8,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Felipe Massa,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,0,2
20,2016,2016-11-13,58,HaasF1Team,#F0D787,DNF,17,273.4,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Esteban Gutierrez,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,1,3
15,2016,2016-11-13,58,Williams,#192c4e,F,11,285,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Valtteri Bottas,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,0,2
5,2016,2016-11-13,58,McLaren,#FF8700,F,10,282.8,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Fernando Alonso,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,1,2
16,2016,2016-11-13,58,ForceIndia,#F596C8,F,4,286.5,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Sergio Perez,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,0,0
7,2016,2016-11-13,58,ForceIndia,#F596C8,F,7,281.3,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Nico Hulkenberg,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,2,2
22,2016,2016-11-13,58,HaasF1Team,#F0D787,DNF,22,null,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Romain Grosjean,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,0,3
2,2016,2016-11-13,58,RedBull,#1E41FF,F,8,289,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Daniel Ricciardo,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,0,0
12,2016,2016-11-13,58,Ferrari,#DC0000,F,5,288.3,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Sebastian Vettel,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,2,1
27,2016,2016-11-13,58,ToroRosso,#469BFF,F,3,295.6,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Max Verstappen,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,1,2
11,2016,2016-11-13,58,Ferrari,#DC0000,DNF,20,251,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Kimi Raikkonen,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,1,2
3,2016,2016-11-13,58,Mercedes,#00D2BE,F,2,285.6,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Nico Rosberg,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,1,0
1,2016,2016-11-13,58,Mercedes,#00D2BE,F,1,280,SaoPaulo,"Wet race, start behind SC because of rain, red flag in lap 20/21, restart behind SC, red flag in lap 28/29",Lewis Hamilton,58,66,66,88,100,4.12,Rain,Light Rain,10d,-23.7036,-46.6997,Sao Paulo,Brazil,20,1,1
19,2016,2016-11-27,59,Sauber,#9B0000,F,15,330.1,YasMarina,null,Marcus Ericsson,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,1,3
25,2016,2016-11-27,59,ToroRosso,#469BFF,DNF,18,323.6,YasMarina,null,Carlos Sainz Jnr,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,0,4
34,2016,2016-11-27,59,ManorMarussia,#6E0000,F,13,337.9,YasMarina,null,Esteban Ocon,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,0,0
26,2016,2016-11-27,59,Sauber,#9B0000,F,16,322.6,YasMarina,null,Felipe Nasr,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,2,2
4,2016,2016-11-27,59,Renault,#FFF500,DNF,22,308.2,YasMarina,null,Kevin Magnussen,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,2,2
8,2016,2016-11-27,59,RedBull,#1E41FF,DNF,19,326.8,YasMarina,null,Daniil Kvyat,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,1,5
31,2016,2016-11-27,59,ManorMarussia,#6E0000,F,14,331.5,YasMarina,null,Pascal Wehrlein,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,3,2
30,2016,2016-11-27,59,Renault,#FFF500,F,17,336.5,YasMarina,null,Jolyon Palmer,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,2,2
22,2016,2016-11-27,59,HaasF1Team,#F0D787,F,11,339,YasMarina,null,Romain Grosjean,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,0,3
20,2016,2016-11-27,59,HaasF1Team,#F0D787,F,12,338.3,YasMarina,null,Esteban Gutierrez,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,1,3
10,2016,2016-11-27,59,McLaren,#FF8700,DNF,20,316,YasMarina,null,Jenson Button,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,1,5
15,2016,2016-11-27,59,Williams,#192c4e,DNF,21,316.9,YasMarina,null,Valtteri Bottas,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,0,2
9,2016,2016-11-27,59,Williams,#192c4e,F,9,337.3,YasMarina,null,Felipe Massa,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,0,2
5,2016,2016-11-27,59,McLaren,#FF8700,F,10,336.9,YasMarina,null,Fernando Alonso,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,1,2
16,2016,2016-11-27,59,ForceIndia,#F596C8,F,8,327.1,YasMarina,null,Sergio Perez,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,0,0
7,2016,2016-11-27,59,ForceIndia,#F596C8,F,7,333.9,YasMarina,null,Nico Hulkenberg,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,2,2
27,2016,2016-11-27,59,ToroRosso,#469BFF,F,4,337.7,YasMarina,null,Max Verstappen,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,1,2
12,2016,2016-11-27,59,Ferrari,#DC0000,F,3,347.2,YasMarina,null,Sebastian Vettel,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,2,1
11,2016,2016-11-27,59,Ferrari,#DC0000,F,6,329.5,YasMarina,null,Kimi Raikkonen,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,1,2
2,2016,2016-11-27,59,RedBull,#1E41FF,F,5,340.9,YasMarina,null,Daniel Ricciardo,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,0,0
3,2016,2016-11-27,59,Mercedes,#00D2BE,F,2,339.8,YasMarina,null,Nico Rosberg,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,1,0
1,2016,2016-11-27,59,Mercedes,#00D2BE,F,1,321.7,YasMarina,null,Lewis Hamilton,59,81,82,51,0,5.14,Clear,Clear Sky,01d,24.4672,54.6031,Abu Dhabi,UAE,21,1,1
36,2017,2017-03-26,60,Williams,#192c4e,DNF,16,320.3,Melbourne,null,Lance Stroll,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,2,2
30,2017,2017-03-26,60,Renault,#FFF500,DNF,19,295.1,Melbourne,null,Jolyon Palmer,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,4
33,2017,2017-03-26,60,McLaren,#FF8700,F,13,306.9,Melbourne,null,Stoffel Vandoorne,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,3,2
4,2017,2017-03-26,60,HaasF1Team,#F0D787,DNF,15,315.7,Melbourne,null,Kevin Magnussen,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,4
35,2017,2017-03-26,60,Sauber,#9B0000,F,12,298.7,Melbourne,null,Antonio Giovinazzi,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,0
2,2017,2017-03-26,60,RedBull,#1E41FF,DNF,17,303.8,Melbourne,null,Daniel Ricciardo,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,5
19,2017,2017-03-26,60,Sauber,#9B0000,DNF,18,290.7,Melbourne,null,Marcus Ericsson,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,3,2
34,2017,2017-03-26,60,ForceIndia,#F596C8,F,10,317.6,Melbourne,null,Esteban Ocon,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,0
5,2017,2017-03-26,60,McLaren,#FF8700,DNF,14,290.8,Melbourne,null,Fernando Alonso,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,2,6
7,2017,2017-03-26,60,Renault,#FFF500,F,11,318.3,Melbourne,null,Nico Hulkenberg,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,5
16,2017,2017-03-26,60,ForceIndia,#F596C8,F,7,309.2,Melbourne,null,Sergio Perez,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,0,1
8,2017,2017-03-26,60,ToroRosso,#469BFF,F,9,320.8,Melbourne,null,Daniil Kvyat,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,3
25,2017,2017-03-26,60,ToroRosso,#469BFF,F,8,312.1,Melbourne,null,Carlos Sainz Jnr,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,4,4
9,2017,2017-03-26,60,Williams,#192c4e,F,6,303,Melbourne,null,Felipe Massa,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,1
22,2017,2017-03-26,60,HaasF1Team,#F0D787,DNF,20,294.7,Melbourne,null,Romain Grosjean,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,2
27,2017,2017-03-26,60,RedBull,#1E41FF,F,5,315.3,Melbourne,null,Max Verstappen,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,3,4
11,2017,2017-03-26,60,Ferrari,#DC0000,F,4,304.3,Melbourne,null,Kimi Raikkonen,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,2,0
15,2017,2017-03-26,60,Mercedes,#00D2BE,F,3,316.3,Melbourne,null,Valtteri Bottas,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,0,1
12,2017,2017-03-26,60,Ferrari,#DC0000,F,1,314.6,Melbourne,null,Sebastian Vettel,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,1,1
1,2017,2017-03-26,60,Mercedes,#00D2BE,F,2,318,Melbourne,null,Lewis Hamilton,60,77,77,62,0,5.7,Clear,Clear Sky,01d,-37.8497,144.968,Melbourne,Australia,1,0,0
30,2017,2017-04-09,61,Renault,#FFF500,F,13,328,Shanghai,"Slightly wet in the beginning, SC through pit lane",Jolyon Palmer,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,1,4
22,2017,2017-04-09,61,HaasF1Team,#F0D787,F,11,332.5,Shanghai,"Slightly wet in the beginning, SC through pit lane",Romain Grosjean,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,1,2
35,2017,2017-04-09,61,Sauber,#9B0000,DNF,19,301.9,Shanghai,"Slightly wet in the beginning, SC through pit lane",Antonio Giovinazzi,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,1,0
34,2017,2017-04-09,61,ForceIndia,#F596C8,F,10,332.7,Shanghai,"Slightly wet in the beginning, SC through pit lane",Esteban Ocon,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,1,0
27,2017,2017-04-09,61,RedBull,#1E41FF,F,3,330.3,Shanghai,"Slightly wet in the beginning, SC through pit lane",Max Verstappen,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,3,4
33,2017,2017-04-09,61,McLaren,#FF8700,DNF,18,317.5,Shanghai,"Slightly wet in the beginning, SC through pit lane",Stoffel Vandoorne,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,3,2
19,2017,2017-04-09,61,Sauber,#9B0000,F,15,319.9,Shanghai,"Slightly wet in the beginning, SC through pit lane",Marcus Ericsson,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,3,2
5,2017,2017-04-09,61,McLaren,#FF8700,DNF,16,309,Shanghai,"Slightly wet in the beginning, SC through pit lane",Fernando Alonso,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,2,6
4,2017,2017-04-09,61,HaasF1Team,#F0D787,F,8,331.6,Shanghai,"Slightly wet in the beginning, SC through pit lane",Kevin Magnussen,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,1,4
25,2017,2017-04-09,61,ToroRosso,#469BFF,F,7,325.3,Shanghai,"Slightly wet in the beginning, SC through pit lane",Carlos Sainz Jnr,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,4,4
36,2017,2017-04-09,61,Williams,#192c4e,DNF,20,null,Shanghai,"Slightly wet in the beginning, SC through pit lane",Lance Stroll,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,2,2
8,2017,2017-04-09,61,ToroRosso,#469BFF,DNF,17,324.3,Shanghai,"Slightly wet in the beginning, SC through pit lane",Daniil Kvyat,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,1,3
16,2017,2017-04-09,61,ForceIndia,#F596C8,F,9,327.6,Shanghai,"Slightly wet in the beginning, SC through pit lane",Sergio Perez,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,0,1
7,2017,2017-04-09,61,Renault,#FFF500,F,12,327.6,Shanghai,"Slightly wet in the beginning, SC through pit lane",Nico Hulkenberg,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,1,5
9,2017,2017-04-09,61,Williams,#192c4e,F,14,336.4,Shanghai,"Slightly wet in the beginning, SC through pit lane",Felipe Massa,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,1,1
2,2017,2017-04-09,61,RedBull,#1E41FF,F,4,329.6,Shanghai,"Slightly wet in the beginning, SC through pit lane",Daniel Ricciardo,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,1,5
11,2017,2017-04-09,61,Ferrari,#DC0000,F,5,332.7,Shanghai,"Slightly wet in the beginning, SC through pit lane",Kimi Raikkonen,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,2,0
15,2017,2017-04-09,61,Mercedes,#00D2BE,F,6,336,Shanghai,"Slightly wet in the beginning, SC through pit lane",Valtteri Bottas,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,0,1
12,2017,2017-04-09,61,Ferrari,#DC0000,F,2,335.1,Shanghai,"Slightly wet in the beginning, SC through pit lane",Sebastian Vettel,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,1,1
1,2017,2017-04-09,61,Mercedes,#00D2BE,F,1,315.5,Shanghai,"Slightly wet in the beginning, SC through pit lane",Lewis Hamilton,61,55,55,93,100,6,Mist,Mist,50d,31.3389,121.22,Shanghai,China,2,0,0
4,2017,2017-04-16,62,HaasF1Team,#F0D787,DNF,19,null,Sakhir,null,Kevin Magnussen,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,1,4
19,2017,2017-04-16,62,Sauber,#9B0000,DNF,15,null,Sakhir,null,Marcus Ericsson,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,3,2
16,2017,2017-04-16,62,ForceIndia,#F596C8,F,7,null,Sakhir,null,Sergio Perez,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,0,1
33,2017,2017-04-16,62,McLaren,#FF8700,DNF,20,null,Sakhir,null,Stoffel Vandoorne,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,3,2
25,2017,2017-04-16,62,ToroRosso,#469BFF,DNF,16,null,Sakhir,null,Carlos Sainz Jnr,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,4,4
5,2017,2017-04-16,62,McLaren,#FF8700,DNF,14,null,Sakhir,null,Fernando Alonso,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,2,6
34,2017,2017-04-16,62,ForceIndia,#F596C8,F,10,null,Sakhir,null,Esteban Ocon,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,1,0
31,2017,2017-04-16,62,Sauber,#9B0000,F,11,null,Sakhir,null,Pascal Wehrlein,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,2,1
36,2017,2017-04-16,62,Williams,#192c4e,DNF,17,null,Sakhir,null,Lance Stroll,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,2,2
8,2017,2017-04-16,62,ToroRosso,#469BFF,F,12,null,Sakhir,null,Daniil Kvyat,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,1,3
30,2017,2017-04-16,62,Renault,#FFF500,F,13,null,Sakhir,null,Jolyon Palmer,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,1,4
22,2017,2017-04-16,62,HaasF1Team,#F0D787,F,8,null,Sakhir,null,Romain Grosjean,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,1,2
9,2017,2017-04-16,62,Williams,#192c4e,F,6,null,Sakhir,null,Felipe Massa,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,1,1
7,2017,2017-04-16,62,Renault,#FFF500,F,9,null,Sakhir,null,Nico Hulkenberg,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,1,5
27,2017,2017-04-16,62,RedBull,#1E41FF,DNF,18,null,Sakhir,null,Max Verstappen,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,3,4
11,2017,2017-04-16,62,Ferrari,#DC0000,F,4,null,Sakhir,null,Kimi Raikkonen,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,2,0
2,2017,2017-04-16,62,RedBull,#1E41FF,F,5,null,Sakhir,null,Daniel Ricciardo,62,76,77,75,0,10.62,Clear,Clear Sky,01d,26.0325,50.5106,Sakhir,Bahrain,3,1,5
