season,date,location,race_id,circuitName,weather,lat,long,name,status
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Lewis Hamilton,DNF
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Daniel Ricciardo,DQ
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Nico Rosberg,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Kevin Magnussen,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Fernando Alonso,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Jean-Eric Vergne,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Nico Hulkenberg,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Daniil Kvyat,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Felipe Massa,DNF
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Jenson Button,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Kimi Raikkonen,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Sebastian Vettel,DNF
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Adrian Sutil,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Kamui Kobayashi,DNF
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Valtteri Bottas,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Sergio Perez,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Max Chilton,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Jules Bianchi,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Marcus Ericsson,DNF
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Esteban Gutierrez,F
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Pastor Maldonado,DNF
2014,2014-03-16,Melbourne,1,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Romain Grosjean,DNF
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Lewis Hamilton,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Daniel Ricciardo,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Nico Rosberg,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Kevin Magnussen,DNF
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Fernando Alonso,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Jean-Eric Vergne,DNF
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Nico Hulkenberg,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Daniil Kvyat,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Felipe Massa,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Jenson Button,DNF
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Kimi Raikkonen,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Sebastian Vettel,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Adrian Sutil,DNF
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Kamui Kobayashi,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Valtteri Bottas,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Sergio Perez,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Max Chilton,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Jules Bianchi,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Marcus Ericsson,DNF
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Esteban Gutierrez,DNF
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Pastor Maldonado,F
2014,2014-04-06,Sakhir,3,Bahrain International Circuit,dry  ,26.0325,50.5106,Romain Grosjean,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Lewis Hamilton,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Daniel Ricciardo,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Nico Rosberg,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Kevin Magnussen,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Fernando Alonso,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Jean-Eric Vergne,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Nico Hulkenberg,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Daniil Kvyat,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Felipe Massa,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Jenson Button,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Kimi Raikkonen,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Sebastian Vettel,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Adrian Sutil,DNF
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Kamui Kobayashi,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Valtteri Bottas,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Sergio Perez,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Max Chilton,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Jules Bianchi,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Marcus Ericsson,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Esteban Gutierrez,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Pastor Maldonado,F
2014,2014-04-20,Shanghai,4,Shanghai International Circuit,"mostly cloudy , dry  ",31.3389,121.22,Romain Grosjean,DNF
2014,2014-06-08,Montreal,7,Circuit Gilles Villeneuve,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,45.5,-73.5228,Lewis Hamilton,DNF
2014,2014-06-08,Montreal,7,Circuit Gilles Villeneuve,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,45.5,-73.5228,Daniel Ricciardo,F
2014,2014-06-08,Montreal,7,Circuit Gilles Villeneuve,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,45.5,-73.5228,Nico Rosberg,F
2014,2014-06-08,Montreal,7,Circuit Gilles Villeneuve,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,45.5,-73.5228,Kevin Magnussen,F
2014,2014-06-08,Montreal,7,Circuit Gilles Villeneuve,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,45.5,-73.5228,Fernando Alonso,F
2014,2014-06-08,Montreal,7,Circuit Gilles Villeneuve,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,45.5,-73.5228,Jean-Eric Vergne,F
2014,2014-06-08,Montreal,7,Circuit Gilles Villeneuve,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,45.5,-73.5228,Nico Hulkenberg,F
2014,2014-06-08,Montreal,7,Circuit Gilles Villeneuve,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,45.5,-73.5228,Daniil Kvyat,DNF
2014,2014-06-08,Montreal,7,Circuit Gilles Villeneuve,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,45.5,-73.5228,Felipe Massa,DNF
2014,2014-06-08,Montreal,7,Circuit Gilles Villeneuve,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,45.5,-73.5228,Jenson Button,F
2014,2014-06-08,Montreal,7,Circuit Gilles Villeneuve,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,45.5,-73.5228,Kimi Raikkonen,F
2014,2014-06-08,Montreal,7,Circuit Gilles Villeneuve,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,45.5,-73.5228,Sebastian Vettel,F
2014,2014-06-08,Montreal,7,Circuit Gilles Villeneuve,temperatures up to 27.6°c  (81.7°f)  wind speeds up to 16.4 kilometres per hour  (10.2mph) ,45.5,-73.5228,Adrian Sutil,F
