season,date,location,race_id,circuitName,weather,lat,long,name,status
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Lewis Hamilton,F
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Daniel Ricciardo,F
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Kevin Magnussen,DNF
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Fernando Alonso,F
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Nico Hulkenberg,F
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Kimi Raikkonen,F
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Sebastian Vettel,F
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Valtteri Bottas,F
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Sergio Perez,F
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Marcus Ericsson,DNF
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Romain Grosjean,DNF
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Carlos Sainz Jnr,F
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Max Verstappen,F
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Stoffel Vandoorne,F
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Esteban Ocon,F
2018,2018-03-25,Melbourne,80,Albert Park Grand Prix Circuit,sunny  23.9°c dry  sunny,-37.8497,144.968,Lance Stroll,F
