season,date,race_id,location,driver_id,name,team,enginemanufacturer,resultposition,gridposition,status,completedlaps,comment,nolaps,tracklength
2015,2015-06-07,26,Montreal,7,Nico Hulkenberg,ForceIndia,Mercedes,8,7,F,69,,70,4361
2015,2015-06-21,27,Spielberg,7,Nico Hulkenberg,ForceIndia,Mercedes,6,5,F,71,,71,4318
2015,2015-07-05,28,Silverstone,7,Nico Hulkenberg,ForceIndia,Mercedes,7,9,F,52,Rain in the end,52,5891
2015,2015-07-26,29,Budapest,7,Nico Hulkenberg,ForceIndia,Mercedes,20,11,DNF,41,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-09-06,31,Monza,7,Nico Hulkenberg,ForceIndia,Mercedes,7,9,F,52,,53,5793
2015,2015-09-20,32,Singapore,7,Nico Hulkenberg,ForceIndia,Mercedes,20,11,DNF,12,SC followed directly on VSC,61,5063
2015,2015-09-27,33,Suzuka,7,Nico Hulkenberg,ForceIndia,Mercedes,6,13,F,53,,53,5807
2015,2015-10-11,34,Sochi,7,Nico Hulkenberg,ForceIndia,Mercedes,19,6,DNF,0,,53,5848
2015,2015-10-25,35,Austin,7,Nico Hulkenberg,ForceIndia,Mercedes,14,6,DNF,35,Rain in the beginning,56,5513
2015,2015-11-01,36,MexicoCity,7,Nico Hulkenberg,ForceIndia,Mercedes,7,10,F,71,,71,4304
2015,2015-11-15,37,SaoPaulo,7,Nico Hulkenberg,ForceIndia,Mercedes,6,5,F,70,,71,4309
2015,2015-11-29,38,YasMarina,7,Nico Hulkenberg,ForceIndia,Mercedes,7,7,F,55,,55,5554
2015,2015-03-15,20,Melbourne,9,Felipe Massa,Williams,Mercedes,4,3,F,58,,58,5303
2015,2015-03-29,21,KualaLumpur,9,Felipe Massa,Williams,Mercedes,6,7,F,56,,56,5543
2015,2015-04-12,22,Shanghai,9,Felipe Massa,Williams,Mercedes,5,4,F,56,Race finished behind SC,56,5451
2015,2015-04-19,23,Sakhir,9,Felipe Massa,Williams,Mercedes,10,6,F,56,,57,5412
2015,2015-05-10,24,Catalunya,9,Felipe Massa,Williams,Mercedes,6,9,F,66,,66,4655
2015,2015-05-24,25,MonteCarlo,9,Felipe Massa,Williams,Mercedes,15,12,F,77,SC followed directly on VSC,78,3337
2015,2015-06-07,26,Montreal,9,Felipe Massa,Williams,Mercedes,6,15,F,70,,70,4361
2015,2015-06-21,27,Spielberg,9,Felipe Massa,Williams,Mercedes,3,4,F,71,,71,4318
2015,2015-07-05,28,Silverstone,9,Felipe Massa,Williams,Mercedes,4,3,F,52,Rain in the end,52,5891
2015,2015-07-26,29,Budapest,9,Felipe Massa,Williams,Mercedes,12,8,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-08-23,30,Spa,9,Felipe Massa,Williams,Mercedes,6,6,F,43,,43,7004
2015,2015-09-06,31,Monza,9,Felipe Massa,Williams,Mercedes,3,5,F,53,,53,5793
2015,2015-09-20,32,Singapore,9,Felipe Massa,Williams,Mercedes,19,9,DNF,30,SC followed directly on VSC,61,5063
2015,2015-09-27,33,Suzuka,9,Felipe Massa,Williams,Mercedes,17,5,F,51,,53,5807
2015,2015-10-11,34,Sochi,9,Felipe Massa,Williams,Mercedes,4,15,F,53,,53,5848
2015,2015-10-25,35,Austin,9,Felipe Massa,Williams,Mercedes,17,7,DNF,23,Rain in the beginning,56,5513
2015,2015-11-01,36,MexicoCity,9,Felipe Massa,Williams,Mercedes,6,7,F,71,,71,4304
2015,2015-11-15,37,SaoPaulo,9,Felipe Massa,Williams,Mercedes,20,8,DQ,70,,71,4309
2015,2015-11-29,38,YasMarina,9,Felipe Massa,Williams,Mercedes,8,8,F,55,,55,5554
2015,2015-03-15,20,Melbourne,10,Jenson Button,McLaren,Honda,11,16,F,56,,58,5303
2015,2015-03-29,21,KualaLumpur,10,Jenson Button,McLaren,Honda,17,17,DNF,41,,56,5543
2015,2015-04-12,22,Shanghai,10,Jenson Button,McLaren,Honda,14,17,F,55,Race finished behind SC,56,5451
2015,2015-05-10,24,Catalunya,10,Jenson Button,McLaren,Honda,16,14,F,65,,66,4655
2015,2015-05-24,25,MonteCarlo,10,Jenson Button,McLaren,Honda,8,10,F,78,SC followed directly on VSC,78,3337
2015,2015-06-07,26,Montreal,10,Jenson Button,McLaren,Honda,19,20,DNF,54,,70,4361
2015,2015-06-21,27,Spielberg,10,Jenson Button,McLaren,Honda,17,20,DNF,8,,71,4318
2015,2015-07-05,28,Silverstone,10,Jenson Button,McLaren,Honda,19,18,DNF,0,Rain in the end,52,5891
2015,2015-07-26,29,Budapest,10,Jenson Button,McLaren,Honda,9,16,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-08-23,30,Spa,10,Jenson Button,McLaren,Honda,14,19,F,42,,43,7004
2015,2015-09-06,31,Monza,10,Jenson Button,McLaren,Honda,14,15,F,52,,53,5793
2015,2015-09-20,32,Singapore,10,Jenson Button,McLaren,Honda,16,15,DNF,52,SC followed directly on VSC,61,5063
2015,2015-09-27,33,Suzuka,10,Jenson Button,McLaren,Honda,16,14,F,52,,53,5807
2015,2015-10-11,34,Sochi,10,Jenson Button,McLaren,Honda,9,13,F,53,,53,5848
2015,2015-10-25,35,Austin,10,Jenson Button,McLaren,Honda,6,11,F,56,Rain in the beginning,56,5513
2015,2015-11-01,36,MexicoCity,10,Jenson Button,McLaren,Honda,14,20,F,71,,71,4304
2015,2015-11-15,37,SaoPaulo,10,Jenson Button,McLaren,Honda,14,16,F,70,,71,4309
2015,2015-11-29,38,YasMarina,10,Jenson Button,McLaren,Honda,12,12,F,54,,55,5554
2015,2015-03-15,20,Melbourne,11,Kimi Raikkonen,Ferrari,Ferrari,12,5,DNF,40,,58,5303
2015,2015-03-29,21,KualaLumpur,11,Kimi Raikkonen,Ferrari,Ferrari,4,11,F,56,,56,5543
2015,2015-04-12,22,Shanghai,11,Kimi Raikkonen,Ferrari,Ferrari,4,6,F,56,Race finished behind SC,56,5451
2015,2015-04-19,23,Sakhir,11,Kimi Raikkonen,Ferrari,Ferrari,2,4,F,57,,57,5412
2015,2015-05-10,24,Catalunya,11,Kimi Raikkonen,Ferrari,Ferrari,5,7,F,66,,66,4655
2015,2015-05-24,25,MonteCarlo,11,Kimi Raikkonen,Ferrari,Ferrari,6,6,F,78,SC followed directly on VSC,78,3337
2015,2015-06-07,26,Montreal,11,Kimi Raikkonen,Ferrari,Ferrari,4,3,F,70,,70,4361
2015,2015-06-21,27,Spielberg,11,Kimi Raikkonen,Ferrari,Ferrari,19,14,DNF,0,,71,4318
2015,2015-07-05,28,Silverstone,11,Kimi Raikkonen,Ferrari,Ferrari,8,5,F,51,Rain in the end,52,5891
2015,2015-07-26,29,Budapest,11,Kimi Raikkonen,Ferrari,Ferrari,18,5,DNF,55,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-08-23,30,Spa,11,Kimi Raikkonen,Ferrari,Ferrari,7,16,F,43,,43,7004
2015,2015-09-06,31,Monza,11,Kimi Raikkonen,Ferrari,Ferrari,5,2,F,53,,53,5793
2015,2015-09-20,32,Singapore,11,Kimi Raikkonen,Ferrari,Ferrari,3,3,F,61,SC followed directly on VSC,61,5063
2015,2015-09-27,33,Suzuka,11,Kimi Raikkonen,Ferrari,Ferrari,4,6,F,53,,53,5807
2015,2015-10-11,34,Sochi,11,Kimi Raikkonen,Ferrari,Ferrari,8,5,F,53,,53,5848
2015,2015-10-25,35,Austin,11,Kimi Raikkonen,Ferrari,Ferrari,16,18,DNF,25,Rain in the beginning,56,5513
2015,2015-11-01,36,MexicoCity,11,Kimi Raikkonen,Ferrari,Ferrari,19,19,DNF,21,,71,4304
2015,2015-11-15,37,SaoPaulo,11,Kimi Raikkonen,Ferrari,Ferrari,4,4,F,71,,71,4309
2015,2015-11-29,38,YasMarina,11,Kimi Raikkonen,Ferrari,Ferrari,3,3,F,55,,55,5554
2015,2015-03-15,20,Melbourne,12,Sebastian Vettel,Ferrari,Ferrari,3,4,F,58,,58,5303
2015,2015-03-29,21,KualaLumpur,12,Sebastian Vettel,Ferrari,Ferrari,1,2,F,56,,56,5543
2015,2015-04-12,22,Shanghai,12,Sebastian Vettel,Ferrari,Ferrari,3,3,F,56,Race finished behind SC,56,5451
2015,2015-04-19,23,Sakhir,12,Sebastian Vettel,Ferrari,Ferrari,5,2,F,57,,57,5412
2015,2015-05-10,24,Catalunya,12,Sebastian Vettel,Ferrari,Ferrari,3,3,F,66,,66,4655
2015,2015-05-24,25,MonteCarlo,12,Sebastian Vettel,Ferrari,Ferrari,2,3,F,78,SC followed directly on VSC,78,3337
2015,2015-06-07,26,Montreal,12,Sebastian Vettel,Ferrari,Ferrari,5,18,F,70,,70,4361
2015,2015-06-21,27,Spielberg,12,Sebastian Vettel,Ferrari,Ferrari,4,3,F,71,,71,4318
2015,2015-07-05,28,Silverstone,12,Sebastian Vettel,Ferrari,Ferrari,3,6,F,52,Rain in the end,52,5891
2015,2015-07-26,29,Budapest,12,Sebastian Vettel,Ferrari,Ferrari,1,3,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-08-23,30,Spa,12,Sebastian Vettel,Ferrari,Ferrari,12,8,DNF,42,,43,7004
2015,2015-09-06,31,Monza,12,Sebastian Vettel,Ferrari,Ferrari,2,3,F,53,,53,5793
2015,2015-09-20,32,Singapore,12,Sebastian Vettel,Ferrari,Ferrari,1,1,F,61,SC followed directly on VSC,61,5063
2015,2015-09-27,33,Suzuka,12,Sebastian Vettel,Ferrari,Ferrari,3,4,F,53,,53,5807
2015,2015-10-11,34,Sochi,12,Sebastian Vettel,Ferrari,Ferrari,2,4,F,53,,53,5848
2015,2015-10-25,35,Austin,12,Sebastian Vettel,Ferrari,Ferrari,3,13,F,56,Rain in the beginning,56,5513
2015,2015-11-01,36,MexicoCity,12,Sebastian Vettel,Ferrari,Ferrari,18,3,DNF,50,,71,4304
2015,2015-11-15,37,SaoPaulo,12,Sebastian Vettel,Ferrari,Ferrari,3,3,F,71,,71,4309
2015,2015-11-29,38,YasMarina,12,Sebastian Vettel,Ferrari,Ferrari,4,15,F,55,,55,5554
2015,2015-03-15,20,Melbourne,16,Sergio Perez,ForceIndia,Mercedes,10,14,F,57,,58,5303
2015,2015-03-29,21,KualaLumpur,16,Sergio Perez,ForceIndia,Mercedes,13,14,F,55,,56,5543
2015,2015-04-12,22,Shanghai,16,Sergio Perez,ForceIndia,Mercedes,11,15,F,55,Race finished behind SC,56,5451
2015,2015-04-19,23,Sakhir,16,Sergio Perez,ForceIndia,Mercedes,8,11,F,56,,57,5412
2015,2015-05-10,24,Catalunya,16,Sergio Perez,ForceIndia,Mercedes,13,18,F,65,,66,4655
2015,2015-05-24,25,MonteCarlo,16,Sergio Perez,ForceIndia,Mercedes,7,7,F,78,SC followed directly on VSC,78,3337
2015,2015-06-07,26,Montreal,16,Sergio Perez,ForceIndia,Mercedes,11,10,F,69,,70,4361
2015,2015-06-21,27,Spielberg,16,Sergio Perez,ForceIndia,Mercedes,9,13,F,70,,71,4318
2015,2015-07-05,28,Silverstone,16,Sergio Perez,ForceIndia,Mercedes,9,11,F,51,Rain in the end,52,5891
2015,2015-07-26,29,Budapest,16,Sergio Perez,ForceIndia,Mercedes,19,13,DNF,53,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-08-23,30,Spa,16,Sergio Perez,ForceIndia,Mercedes,5,4,F,43,,43,7004
2015,2015-09-06,31,Monza,16,Sergio Perez,ForceIndia,Mercedes,6,7,F,53,,53,5793
2015,2015-09-20,32,Singapore,16,Sergio Perez,ForceIndia,Mercedes,7,13,F,61,SC followed directly on VSC,61,5063
2015,2015-09-27,33,Suzuka,16,Sergio Perez,ForceIndia,Mercedes,12,9,F,52,,53,5807
2015,2015-10-11,34,Sochi,16,Sergio Perez,ForceIndia,Mercedes,3,7,F,53,,53,5848
2015,2015-10-25,35,Austin,16,Sergio Perez,ForceIndia,Mercedes,5,5,F,56,Rain in the beginning,56,5513
2015,2015-11-01,36,MexicoCity,16,Sergio Perez,ForceIndia,Mercedes,8,9,F,71,,71,4304
2015,2015-11-15,37,SaoPaulo,16,Sergio Perez,ForceIndia,Mercedes,12,11,F,70,,71,4309
2015,2015-11-29,38,YasMarina,16,Sergio Perez,ForceIndia,Mercedes,5,4,F,55,,55,5554
2015,2015-03-15,20,Melbourne,19,Marcus Ericsson,Sauber,Ferrari,8,15,F,57,,58,5303
2015,2015-03-29,21,KualaLumpur,19,Marcus Ericsson,Sauber,Ferrari,19,9,DNF,3,,56,5543
2015,2015-04-12,22,Shanghai,19,Marcus Ericsson,Sauber,Ferrari,10,10,F,55,Race finished behind SC,56,5451
2015,2015-04-19,23,Sakhir,19,Marcus Ericsson,Sauber,Ferrari,14,13,F,56,,57,5412
2015,2015-05-10,24,Catalunya,19,Marcus Ericsson,Sauber,Ferrari,14,16,F,65,,66,4655
2015,2015-05-24,25,MonteCarlo,19,Marcus Ericsson,Sauber,Ferrari,13,17,F,78,SC followed directly on VSC,78,3337
2015,2015-06-07,26,Montreal,19,Marcus Ericsson,Sauber,Ferrari,14,12,F,69,,70,4361
2015,2015-06-21,27,Spielberg,19,Marcus Ericsson,Sauber,Ferrari,13,11,F,69,,71,4318
2015,2015-07-05,28,Silverstone,19,Marcus Ericsson,Sauber,Ferrari,11,15,F,51,Rain in the end,52,5891
2015,2015-07-26,29,Budapest,19,Marcus Ericsson,Sauber,Ferrari,10,17,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-08-23,30,Spa,19,Marcus Ericsson,Sauber,Ferrari,10,13,F,43,,43,7004
2015,2015-09-06,31,Monza,19,Marcus Ericsson,Sauber,Ferrari,9,12,F,52,,53,5793
2015,2015-09-20,32,Singapore,19,Marcus Ericsson,Sauber,Ferrari,11,17,F,61,SC followed directly on VSC,61,5063
2015,2015-09-27,33,Suzuka,19,Marcus Ericsson,Sauber,Ferrari,14,15,F,52,,53,5807
2015,2015-10-11,34,Sochi,19,Marcus Ericsson,Sauber,Ferrari,20,16,DNF,0,,53,5848
2015,2015-10-25,35,Austin,19,Marcus Ericsson,Sauber,Ferrari,15,14,DNF,25,Rain in the beginning,56,5513
2015,2015-11-01,36,MexicoCity,19,Marcus Ericsson,Sauber,Ferrari,12,14,F,71,,71,4304
2015,2015-11-15,37,SaoPaulo,19,Marcus Ericsson,Sauber,Ferrari,16,12,F,69,,71,4309
2015,2015-11-29,38,YasMarina,19,Marcus Ericsson,Sauber,Ferrari,14,17,F,54,,55,5554
2015,2015-03-15,20,Melbourne,21,Pastor Maldonado,LotusF1,Mercedes,15,9,DNF,0,,58,5303
2015,2015-03-29,21,KualaLumpur,21,Pastor Maldonado,LotusF1,Mercedes,16,12,DNF,47,,56,5543
2015,2015-04-12,22,Shanghai,21,Pastor Maldonado,LotusF1,Mercedes,18,11,DNF,49,Race finished behind SC,56,5451
2015,2015-04-19,23,Sakhir,21,Pastor Maldonado,LotusF1,Mercedes,15,16,F,56,,57,5412
2015,2015-05-10,24,Catalunya,21,Pastor Maldonado,LotusF1,Mercedes,19,12,DNF,45,,66,4655
2015,2015-05-24,25,MonteCarlo,21,Pastor Maldonado,LotusF1,Mercedes,20,8,DNF,5,SC followed directly on VSC,78,3337
2015,2015-06-07,26,Montreal,21,Pastor Maldonado,LotusF1,Mercedes,7,6,F,70,,70,4361
2015,2015-06-21,27,Spielberg,21,Pastor Maldonado,LotusF1,Mercedes,7,10,F,70,,71,4318
2015,2015-07-05,28,Silverstone,21,Pastor Maldonado,LotusF1,Mercedes,18,14,DNF,0,Rain in the end,52,5891
2015,2015-07-26,29,Budapest,21,Pastor Maldonado,LotusF1,Mercedes,14,14,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-08-23,30,Spa,21,Pastor Maldonado,LotusF1,Mercedes,19,7,DNF,2,,43,7004
2015,2015-09-06,31,Monza,21,Pastor Maldonado,LotusF1,Mercedes,20,10,DNF,1,,53,5793
2015,2015-09-20,32,Singapore,21,Pastor Maldonado,LotusF1,Mercedes,12,18,F,61,SC followed directly on VSC,61,5063
2015,2015-09-27,33,Suzuka,21,Pastor Maldonado,LotusF1,Mercedes,8,11,F,53,,53,5807
2015,2015-10-11,34,Sochi,21,Pastor Maldonado,LotusF1,Mercedes,7,14,F,53,,53,5848
2015,2015-10-25,35,Austin,21,Pastor Maldonado,LotusF1,Mercedes,8,12,F,56,Rain in the beginning,56,5513
2015,2015-11-01,36,MexicoCity,21,Pastor Maldonado,LotusF1,Mercedes,11,13,F,71,,71,4304
2015,2015-11-15,37,SaoPaulo,21,Pastor Maldonado,LotusF1,Mercedes,10,15,F,70,,71,4309
2015,2015-11-29,38,YasMarina,21,Pastor Maldonado,LotusF1,Mercedes,20,13,DNF,0,,55,5554
2015,2015-03-15,20,Melbourne,22,Romain Grosjean,LotusF1,Mercedes,14,8,DNF,0,,58,5303
2015,2015-03-29,21,KualaLumpur,22,Romain Grosjean,LotusF1,Mercedes,11,10,F,55,,56,5543
2015,2015-04-12,22,Shanghai,22,Romain Grosjean,LotusF1,Mercedes,7,8,F,56,Race finished behind SC,56,5451
2015,2015-04-19,23,Sakhir,22,Romain Grosjean,LotusF1,Mercedes,7,10,F,57,,57,5412
2015,2015-05-10,24,Catalunya,22,Romain Grosjean,LotusF1,Mercedes,8,11,F,65,,66,4655
2015,2015-05-24,25,MonteCarlo,22,Romain Grosjean,LotusF1,Mercedes,12,15,F,78,SC followed directly on VSC,78,3337
2015,2015-06-07,26,Montreal,22,Romain Grosjean,LotusF1,Mercedes,10,5,F,69,,70,4361
2015,2015-06-21,27,Spielberg,22,Romain Grosjean,LotusF1,Mercedes,15,9,DNF,35,,71,4318
2015,2015-07-05,28,Silverstone,22,Romain Grosjean,LotusF1,Mercedes,17,12,DNF,0,Rain in the end,52,5891
2015,2015-07-26,29,Budapest,22,Romain Grosjean,LotusF1,Mercedes,7,10,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-08-23,30,Spa,22,Romain Grosjean,LotusF1,Mercedes,3,9,F,43,,43,7004
2015,2015-09-06,31,Monza,22,Romain Grosjean,LotusF1,Mercedes,19,8,DNF,1,,53,5793
2015,2015-09-20,32,Singapore,22,Romain Grosjean,LotusF1,Mercedes,13,10,DNF,59,SC followed directly on VSC,61,5063
2015,2015-09-27,33,Suzuka,22,Romain Grosjean,LotusF1,Mercedes,7,8,F,53,,53,5807
2015,2015-10-11,34,Sochi,22,Romain Grosjean,LotusF1,Mercedes,17,8,DNF,11,,53,5848
2015,2015-10-25,35,Austin,22,Romain Grosjean,LotusF1,Mercedes,18,10,DNF,10,Rain in the beginning,56,5513
2015,2015-11-01,36,MexicoCity,22,Romain Grosjean,LotusF1,Mercedes,10,12,F,71,,71,4304
2015,2015-11-15,37,SaoPaulo,22,Romain Grosjean,LotusF1,Mercedes,8,14,F,70,,71,4309
2015,2015-11-29,38,YasMarina,22,Romain Grosjean,LotusF1,Mercedes,9,18,F,55,,55,5554
2015,2015-03-15,20,Melbourne,25,Carlos Sainz Jnr,ToroRosso,Renault,9,7,F,57,,58,5303
2015,2015-03-29,21,KualaLumpur,25,Carlos Sainz Jnr,ToroRosso,Renault,8,15,F,55,,56,5543
2015,2015-04-12,22,Shanghai,25,Carlos Sainz Jnr,ToroRosso,Renault,13,14,F,55,Race finished behind SC,56,5451
2015,2015-04-19,23,Sakhir,25,Carlos Sainz Jnr,ToroRosso,Renault,19,9,DNF,29,,57,5412
2015,2015-05-10,24,Catalunya,25,Carlos Sainz Jnr,ToroRosso,Renault,9,5,F,65,,66,4655
2015,2015-05-24,25,MonteCarlo,25,Carlos Sainz Jnr,ToroRosso,Renault,10,20,F,78,SC followed directly on VSC,78,3337
2015,2015-06-07,26,Montreal,25,Carlos Sainz Jnr,ToroRosso,Renault,12,11,F,69,,70,4361
2015,2015-06-21,27,Spielberg,25,Carlos Sainz Jnr,ToroRosso,Renault,16,12,DNF,35,,71,4318
2015,2015-07-05,28,Silverstone,25,Carlos Sainz Jnr,ToroRosso,Renault,14,8,DNF,31,Rain in the end,52,5891
2015,2015-07-26,29,Budapest,25,Carlos Sainz Jnr,ToroRosso,Renault,17,12,DNF,60,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-08-23,30,Spa,25,Carlos Sainz Jnr,ToroRosso,Renault,17,10,DNF,32,,43,7004
2015,2015-09-06,31,Monza,25,Carlos Sainz Jnr,ToroRosso,Renault,11,17,F,52,,53,5793
2015,2015-09-20,32,Singapore,25,Carlos Sainz Jnr,ToroRosso,Renault,9,14,F,61,SC followed directly on VSC,61,5063
2015,2015-09-27,33,Suzuka,25,Carlos Sainz Jnr,ToroRosso,Renault,10,10,F,52,,53,5807
2015,2015-10-11,34,Sochi,25,Carlos Sainz Jnr,ToroRosso,Renault,16,20,DNF,45,,53,5848
2015,2015-10-25,35,Austin,25,Carlos Sainz Jnr,ToroRosso,Renault,7,20,F,56,Rain in the beginning,56,5513
2015,2015-11-01,36,MexicoCity,25,Carlos Sainz Jnr,ToroRosso,Renault,13,11,F,71,,71,4304
2015,2015-11-15,37,SaoPaulo,25,Carlos Sainz Jnr,ToroRosso,Renault,19,10,DNF,0,,71,4309
2015,2015-11-29,38,YasMarina,25,Carlos Sainz Jnr,ToroRosso,Renault,11,10,F,55,,55,5554
2015,2015-03-15,20,Melbourne,26,Felipe Nasr,Sauber,Ferrari,5,10,F,58,,58,5303
2015,2015-03-29,21,KualaLumpur,26,Felipe Nasr,Sauber,Ferrari,12,16,F,55,,56,5543
2015,2015-04-12,22,Shanghai,26,Felipe Nasr,Sauber,Ferrari,8,9,F,56,Race finished behind SC,56,5451
2015,2015-04-19,23,Sakhir,26,Felipe Nasr,Sauber,Ferrari,12,12,F,56,,57,5412
2015,2015-05-10,24,Catalunya,26,Felipe Nasr,Sauber,Ferrari,12,15,F,65,,66,4655
2015,2015-05-24,25,MonteCarlo,26,Felipe Nasr,Sauber,Ferrari,9,14,F,78,SC followed directly on VSC,78,3337
2015,2015-06-07,26,Montreal,26,Felipe Nasr,Sauber,Ferrari,16,14,F,68,,70,4361
2015,2015-06-21,27,Spielberg,26,Felipe Nasr,Sauber,Ferrari,11,8,F,70,,71,4318
2015,2015-07-26,29,Budapest,26,Felipe Nasr,Sauber,Ferrari,11,18,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-08-23,30,Spa,26,Felipe Nasr,Sauber,Ferrari,11,14,F,43,,43,7004
2015,2015-09-06,31,Monza,26,Felipe Nasr,Sauber,Ferrari,13,11,F,52,,53,5793
2015,2015-09-20,32,Singapore,26,Felipe Nasr,Sauber,Ferrari,10,16,F,61,SC followed directly on VSC,61,5063
2015,2015-09-27,33,Suzuka,26,Felipe Nasr,Sauber,Ferrari,20,16,DNF,49,,53,5807
2015,2015-10-11,34,Sochi,26,Felipe Nasr,Sauber,Ferrari,6,12,F,53,,53,5848
2015,2015-10-25,35,Austin,26,Felipe Nasr,Sauber,Ferrari,9,15,F,56,Rain in the beginning,56,5513
2015,2015-11-01,36,MexicoCity,26,Felipe Nasr,Sauber,Ferrari,17,15,DNF,57,,71,4304
2015,2015-11-15,37,SaoPaulo,26,Felipe Nasr,Sauber,Ferrari,13,13,F,70,,71,4309
2015,2015-11-29,38,YasMarina,26,Felipe Nasr,Sauber,Ferrari,15,14,F,54,,55,5554
2015,2015-03-15,20,Melbourne,27,Max Verstappen,ToroRosso,Renault,13,11,DNF,32,,58,5303
2015,2015-03-29,21,KualaLumpur,27,Max Verstappen,ToroRosso,Renault,7,6,F,56,,56,5543
2015,2015-04-12,22,Shanghai,27,Max Verstappen,ToroRosso,Renault,17,13,DNF,52,Race finished behind SC,56,5451
2015,2015-04-19,23,Sakhir,27,Max Verstappen,ToroRosso,Renault,18,15,DNF,34,,57,5412
2015,2015-05-10,24,Catalunya,27,Max Verstappen,ToroRosso,Renault,11,6,F,65,,66,4655
2015,2015-05-24,25,MonteCarlo,27,Max Verstappen,ToroRosso,Renault,18,9,DNF,62,SC followed directly on VSC,78,3337
2015,2015-06-07,26,Montreal,27,Max Verstappen,ToroRosso,Renault,15,19,F,69,,70,4361
2015,2015-06-21,27,Spielberg,27,Max Verstappen,ToroRosso,Renault,8,7,F,70,,71,4318
2015,2015-07-05,28,Silverstone,27,Max Verstappen,ToroRosso,Renault,16,13,DNF,3,Rain in the end,52,5891
2015,2015-07-26,29,Budapest,27,Max Verstappen,ToroRosso,Renault,4,9,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-08-23,30,Spa,27,Max Verstappen,ToroRosso,Renault,8,18,F,43,,43,7004
2015,2015-09-06,31,Monza,27,Max Verstappen,ToroRosso,Renault,12,20,F,52,,53,5793
2015,2015-09-20,32,Singapore,27,Max Verstappen,ToroRosso,Renault,8,8,F,61,SC followed directly on VSC,61,5063
2015,2015-09-27,33,Suzuka,27,Max Verstappen,ToroRosso,Renault,9,17,F,53,,53,5807
2015,2015-10-11,34,Sochi,27,Max Verstappen,ToroRosso,Renault,10,9,F,53,,53,5848
2015,2015-10-25,35,Austin,27,Max Verstappen,ToroRosso,Renault,4,8,F,56,Rain in the beginning,56,5513
2015,2015-11-01,36,MexicoCity,27,Max Verstappen,ToroRosso,Renault,9,8,F,71,,71,4304
2015,2015-11-15,37,SaoPaulo,27,Max Verstappen,ToroRosso,Renault,9,9,F,70,,71,4309
2015,2015-11-29,38,YasMarina,27,Max Verstappen,ToroRosso,Renault,16,11,F,54,,55,5554
2015,2015-03-29,21,KualaLumpur,5,Fernando Alonso,McLaren,Honda,18,18,DNF,21,,56,5543
2015,2015-04-12,22,Shanghai,5,Fernando Alonso,McLaren,Honda,12,18,F,55,Race finished behind SC,56,5451
2015,2015-04-19,23,Sakhir,5,Fernando Alonso,McLaren,Honda,11,14,F,56,,57,5412
2015,2015-05-10,24,Catalunya,5,Fernando Alonso,McLaren,Honda,20,13,DNF,26,,66,4655
2015,2015-05-24,25,MonteCarlo,5,Fernando Alonso,McLaren,Honda,19,13,DNF,41,SC followed directly on VSC,78,3337
2015,2015-06-07,26,Montreal,5,Fernando Alonso,McLaren,Honda,20,13,DNF,44,,70,4361
2015,2015-06-21,27,Spielberg,5,Fernando Alonso,McLaren,Honda,20,19,DNF,0,,71,4318
2015,2015-07-05,28,Silverstone,5,Fernando Alonso,McLaren,Honda,10,17,F,51,Rain in the end,52,5891
2015,2015-07-26,29,Budapest,5,Fernando Alonso,McLaren,Honda,5,15,F,69,"SC followed directly on VSC, SC through pit lane",69,4381
2015,2015-08-23,30,Spa,5,Fernando Alonso,McLaren,Honda,13,20,F,42,,43,7004
2015,2015-09-06,31,Monza,5,Fernando Alonso,McLaren,Honda,18,16,F,47,,53,5793
2015,2015-09-20,32,Singapore,5,Fernando Alonso,McLaren,Honda,17,12,DNF,33,SC followed directly on VSC,61,5063
2015,2015-09-27,33,Suzuka,5,Fernando Alonso,McLaren,Honda,11,12,F,52,,53,5807
2015,2015-10-11,34,Sochi,5,Fernando Alonso,McLaren,Honda,11,19,F,53,,53,5848
2015,2015-10-25,35,Austin,5,Fernando Alonso,McLaren,Honda,11,9,F,56,Rain in the beginning,56,5513
2015,2015-11-01,36,MexicoCity,5,Fernando Alonso,McLaren,Honda,20,18,DNF,1,,71,4304
2015,2015-11-15,37,SaoPaulo,5,Fernando Alonso,McLaren,Honda,15,20,F,70,,71,4309
2015,2015-11-29,38,YasMarina,5,Fernando Alonso,McLaren,Honda,17,16,F,53,,55,5554
2015,2015-03-29,21,KualaLumpur,8,Daniil Kvyat,RedBull,Renault,9,5,F,55,,56,5543
2015,2015-04-12,22,Shanghai,8,Daniil Kvyat,RedBull,Renault,19,12,DNF,15,Race finished behind SC,56,5451
